"iso","scope","quintile","gender","year_survey","population","population_perc","ave_income_pc","max_income_pc","ave_hh_income","max_hh_income","access_water_piped_house","access_water_piped_plot","water_trucked","water_on_premises","water_distr","consume_distr","access_water_other_max","access_water_other_min","consume_bottled","access_water_daily","water_dist_continuity_jmp","improved_w_access_min","improved_w_access_max","access_water_piped_house_daily","access_water_piped_plot_daily","treat_water","water_meter","access_san_exclusive","access_sewer","access_septic","access_latrine_min","access_latrine_max","access_sewer_exclusive","access_septic_exclusive","access_latrine_exclusive_min","access_latrine_exclusive_max","improved_san_min__hh","improved_san_max","improved_san_min_exclusive","improved_san_max_exclusive","access_latrines_unimproved_min","access_latrines_unimproved_max","access_latrines_unimproved_exclusive_min","no_sanitation_access"
"MEX","urban","3","female",2020,126014024,0.0412711566977587,2875.37287807008,3486.228515625,15164.1310709054,42561.5869750977,0.864,0.106,0.0143,0.984,0.97,0.97,0.0299,0.0167,NA,0.696,NA,0.987,1,0.654,0.0419,NA,NA,0.927,0.894,0.0919,0,0.00583,0.834,0.0826,0,0.00411,0.986,0.991,0.917,0.921,0.00853,0.0144,0.0789,0.00312
"MEX","urban","4","female",2020,126014024,0.0442023530779736,4388.25543662722,5664.1953125,20431.6026056518,64559.7299346924,0.92,0.0601,0.00985,0.99,0.98,0.98,0.02,0.0118,NA,0.741,NA,0.992,1,0.713,0.0279,NA,NA,0.954,0.918,0.0731,0,0.00438,0.878,0.0695,0,0.00426,0.991,0.995,0.947,0.951,0.00493,0.00931,0.0487,0.00342
"MEX","urban","1","female",2020,126014024,0.0299670343850531,1045.34002169617,1482.51519775391,6187.62064124616,16990.3641357422,0.649,0.283,0.0198,0.952,0.933,0.933,0.0674,0.0305,NA,0.583,NA,0.963,1,0.452,0.132,NA,NA,0.895,0.836,0.128,0,0.0178,0.758,0.114,0,0.0159,0.965,0.982,0.872,0.888,0.0175,0.0354,0.112,0.0134
"MEX","urban","total","female",2020,126014024,0.195985554153293,4027.30718433215,285897.65625,17513.4744478796,740740.078948975,0.853,0.114,0.0138,0.98,0.966,0.966,0.0339,0.0189,NA,0.704,NA,0.985,1,0.652,0.0518,NA,NA,0.937,0.899,0.0865,0,0.00694,0.847,0.0798,0,0.00567,0.985,0.992,0.927,0.933,0.00802,0.015,0.0672,0.00566
"MEX","urban","1","male",2020,126014024,0.0798539114994249,1023.20121201995,1483.23046875,6061.42735761355,20217.9916381836,0.659,0.264,0.0316,0.954,0.923,0.923,0.0775,0.0452,NA,0.511,NA,0.968,1,0.413,0.098,NA,NA,0.884,0.804,0.149,0,0.0186,0.721,0.134,0,0.015,0.953,0.972,0.855,0.87,0.0281,0.0467,0.13,0.0134
"MEX","urban","2","male",2020,126014024,0.107793887592544,1916.16589487072,2350.19006347656,10955.1209988622,32226.2157897949,0.784,0.166,0.0226,0.973,0.95,0.95,0.0497,0.0314,NA,0.605,NA,0.982,1,0.539,0.0662,NA,NA,0.921,0.868,0.109,0,0.0114,0.805,0.0976,0,0.0104,0.977,0.988,0.902,0.913,0.0118,0.0232,0.0872,0.00576
"MEX","urban","3","male",2020,126014024,0.118421262060196,2884.3437927505,3486.35458374023,15651.6681745157,51404.465133667,0.861,0.107,0.0135,0.982,0.969,0.969,0.0313,0.0194,NA,0.692,NA,0.988,1,0.642,0.0493,NA,NA,0.945,0.896,0.087,0,0.00653,0.851,0.0821,0,0.00514,0.983,0.99,0.933,0.938,0.0102,0.0167,0.0622,0.00489
"MEX","urban","4","male",2020,126014024,0.12560979212408,4413.7305149423,5664.85486778846,21583.4822534466,73643.11328125,0.911,0.0662,0.0118,0.989,0.977,0.977,0.0227,0.0142,NA,0.73,NA,0.992,1,0.698,0.0322,NA,NA,0.949,0.912,0.0755,0,0.00543,0.868,0.071,0,0.00523,0.988,0.993,0.939,0.944,0.00685,0.0123,0.0561,0.00251
"MEX","urban","5","male",2020,126014024,0.137179191412662,11600.8984504103,2273644.08056641,46270.1558806231,2273644.08056641,0.958,0.0272,0.00527,0.991,0.986,0.986,0.0144,0.00768,NA,0.787,NA,0.993,1,0.774,0.0129,NA,NA,0.962,0.936,0.06,0,0.00125,0.904,0.0556,0,0.0012,0.996,0.998,0.959,0.96,0.00243,0.00367,0.0396,0.00264
"MEX","urban","total","male",2020,126014024,0.557150977669997,4362.70938412618,2273644.08056641,20181.7044650084,2273644.08056641,0.851,0.113,0.0155,0.98,0.964,0.964,0.0356,0.0215,NA,0.68,NA,0.986,1,0.633,0.0471,NA,NA,0.937,0.891,0.0912,0,0.00771,0.84,0.0837,0,0.00665,0.982,0.989,0.923,0.93,0.0105,0.0182,0.0701,0.00523
"MEX","country","2","male",2020,126014024,0.150698891918858,1904.30735635742,2350.50584920247,10923.3998651821,32226.2157897949,0.68,0.231,0.0267,0.938,0.911,0.911,0.0888,0.0412,NA,0.563,NA,0.952,1,0.463,0.101,NA,NA,0.906,0.722,0.218,0,0.0335,0.668,0.196,0,0.0285,0.94,0.973,0.864,0.892,0.0265,0.06,0.108,0.0152
"MEX","country","3","male",2020,126014024,0.149856680028685,2879.54537925145,3486.35458374023,15748.7057960332,84938.3272705078,0.786,0.154,0.0191,0.959,0.94,0.94,0.0596,0.0271,NA,0.651,NA,0.967,1,0.576,0.075,NA,NA,0.935,0.795,0.166,0,0.0185,0.753,0.154,0,0.0154,0.961,0.979,0.907,0.922,0.0206,0.0392,0.078,0.00996
"MEX","country","4","male",2020,126014024,0.149151133954754,4404.3196263488,5664.85486778846,21669.5249323997,73947.6790771484,0.861,0.0993,0.0148,0.975,0.96,0.96,0.0401,0.0193,NA,0.705,NA,0.979,1,0.654,0.0513,NA,NA,0.943,0.839,0.137,0,0.0123,0.797,0.128,0,0.0108,0.976,0.988,0.924,0.935,0.012,0.0244,0.065,0.00521
"MEX","country","5","male",2020,126014024,0.151994480396802,11533.9826507723,2273644.08056641,46269.8333159882,3657628.85614014,0.935,0.0417,0.00787,0.984,0.976,0.976,0.0238,0.0111,NA,0.77,NA,0.987,1,0.749,0.0206,NA,NA,0.96,0.893,0.0974,0,0.00402,0.861,0.0914,0,0.00363,0.99,0.994,0.953,0.956,0.00571,0.00973,0.0437,0.00359
"MEX","country","total","male",2020,126014024,0.757422135437481,3838.19959184579,2273644.08056641,18150.5781643801,3657628.85614014,0.744,0.183,0.0192,0.946,0.927,0.927,0.073,0.0318,NA,0.63,NA,0.959,1,0.544,0.0854,NA,NA,0.921,0.757,0.187,0,0.031,0.712,0.17,0,0.0268,0.945,0.976,0.882,0.909,0.0242,0.0551,0.0908,0.0135
"MEX","urban","5","female",2020,126014024,0.0445647722842085,10622.1107365438,285897.65625,36756.8831854998,740740.078948975,0.965,0.0225,0.00505,0.993,0.988,0.988,0.0122,0.00718,NA,0.804,NA,0.995,1,0.791,0.0134,NA,NA,0.965,0.944,0.0518,0,0.000804,0.911,0.0506,0,0.000804,0.996,0.997,0.962,0.962,0.00335,0.00416,0.0375,0.00321
"MEX","rural","3","all",2020,126014024,0.0403075812420452,2855.7551544247,3486.19226074219,15858.6838390427,84938.3272705078,0.499,0.338,0.0405,0.878,0.838,0.838,0.162,0.0573,NA,0.499,NA,0.895,1,0.324,0.175,NA,NA,0.89,0.419,0.459,0,0.0621,0.387,0.418,0,0.0537,0.878,0.94,0.806,0.859,0.0598,0.122,0.141,0.0315
"MEX","rural","4","all",2020,126014024,0.0301878547979465,4342.07894807533,5664.06600036621,21895.2097548849,73947.6790771484,0.582,0.284,0.0315,0.897,0.866,0.866,0.134,0.0483,NA,0.565,NA,0.914,1,0.413,0.152,NA,NA,0.909,0.447,0.463,0,0.0473,0.417,0.429,0,0.0405,0.909,0.957,0.846,0.887,0.0433,0.0906,0.113,0.0204
"MEX","rural","5","all",2020,126014024,0.0182560363031296,10732.9804885611,808762.65625,44262.8382266364,3657628.85614014,0.701,0.185,0.0329,0.918,0.886,0.886,0.114,0.0426,NA,0.599,NA,0.928,1,0.506,0.093,NA,NA,0.944,0.494,0.443,0,0.0297,0.473,0.421,0,0.0265,0.937,0.967,0.894,0.921,0.0328,0.0626,0.0792,0.0112
"MEX","rural","total","all",2020,126014024,0.24686346817671,2398.45820775574,808762.65625,12414.5945772555,3657628.85614014,0.419,0.397,0.0314,0.848,0.816,0.816,0.184,0.0622,NA,0.476,NA,0.878,1,0.278,0.199,NA,NA,0.874,0.359,0.478,0,0.0968,0.329,0.433,0,0.0837,0.837,0.934,0.762,0.845,0.0664,0.163,0.155,0.039
"MEX","rural","1","female",2020,126014024,0.0148079246096125,866.676998951774,1482.95686976115,4782.50697339444,13732.4248857498,0.278,0.514,0.0289,0.82,0.791,0.791,0.209,0.0579,NA,0.409,NA,0.849,1,0.181,0.228,NA,NA,0.825,0.294,0.49,0,0.124,0.258,0.434,0,0.101,0.783,0.907,0.692,0.792,0.0927,0.217,0.208,0.057
"MEX","rural","2","female",2020,126014024,0.0103959355048008,1880.03713913706,2350.3620707194,10170.5252805347,24249.6767578125,0.44,0.388,0.0376,0.865,0.828,0.828,0.172,0.065,NA,0.477,NA,0.893,1,0.29,0.187,NA,NA,0.887,0.38,0.48,0,0.0723,0.351,0.439,0,0.0645,0.859,0.932,0.789,0.854,0.0682,0.141,0.146,0.0369
"MEX","rural","3","female",2020,126014024,0.00887216327355599,2835.50964349223,3486.19226074219,14953.1423594337,40945.6250915527,0.476,0.371,0.0427,0.89,0.848,0.848,0.152,0.062,NA,0.499,NA,0.91,1,0.313,0.186,NA,NA,0.869,0.428,0.453,0,0.0582,0.385,0.409,0,0.0536,0.881,0.939,0.793,0.847,0.0606,0.119,0.153,0.0398
"MEX","rural","4","female",2020,126014024,0.00664651296727221,4299.48077299158,5663.31795247396,21068.478581407,60634.971496582,0.556,0.306,0.0344,0.896,0.862,0.862,0.138,0.0539,NA,0.551,NA,0.916,1,0.401,0.15,NA,NA,0.916,0.449,0.455,0,0.0409,0.42,0.425,0,0.0393,0.905,0.945,0.845,0.884,0.0545,0.0954,0.116,0.023
"MEX","rural","5","female",2020,126014024,0.00344074731898935,9951.86436062529,365370.846435547,35633.9095869624,365370.846435547,0.65,0.221,0.0365,0.908,0.871,0.871,0.129,0.0426,NA,0.549,NA,0.914,1,0.451,0.0975,NA,NA,0.946,0.499,0.449,0,0.0305,0.483,0.42,0,0.0284,0.948,0.978,0.903,0.932,0.0216,0.052,0.0684,0.00748
"MEX","rural","total","female",2020,126014024,0.0465923104092255,2482.0013859077,365370.846435547,12047.4080262524,365370.846435547,0.427,0.401,0.0352,0.863,0.828,0.828,0.172,0.0586,NA,0.475,NA,0.887,1,0.288,0.188,NA,NA,0.872,0.381,0.472,0,0.0788,0.347,0.428,0,0.0678,0.852,0.931,0.775,0.843,0.069,0.148,0.157,0.0397
"MEX","rural","1","male",2020,126014024,0.0753711295059094,844.517243756546,1483.22059631348,5152.36095546154,18549.758972168,0.262,0.509,0.0222,0.793,0.771,0.771,0.229,0.0741,NA,0.421,NA,0.845,1,0.159,0.261,NA,NA,0.845,0.265,0.494,0,0.157,0.236,0.44,0,0.139,0.759,0.916,0.676,0.814,0.0843,0.241,0.186,0.0544
"MEX","rural","2","male",2020,126014024,0.0429050043263142,1874.51414254507,2350.50584920247,10843.7041659994,31383.3894195557,0.422,0.392,0.037,0.851,0.814,0.814,0.186,0.0657,NA,0.46,NA,0.88,1,0.273,0.187,NA,NA,0.869,0.359,0.49,0,0.0881,0.328,0.439,0,0.0732,0.849,0.937,0.768,0.841,0.063,0.151,0.159,0.0388
"MEX","rural","2","all",2020,126014024,0.053300939831115,1875.5913602554,2350.50584920247,10712.4058380776,31383.3894195557,0.426,0.391,0.0371,0.854,0.817,0.817,0.183,0.0656,NA,0.464,NA,0.883,1,0.277,0.187,NA,NA,0.873,0.363,0.488,0,0.0847,0.333,0.439,0,0.0714,0.851,0.936,0.772,0.844,0.0641,0.149,0.156,0.0384
"MEX","rural","4","male",2020,126014024,0.0235413418306743,4354.10584633427,5664.06600036621,22128.6237847432,73947.6790771484,0.59,0.277,0.0306,0.898,0.867,0.867,0.133,0.0465,NA,0.57,NA,0.913,1,0.417,0.153,NA,NA,0.907,0.446,0.465,0,0.0493,0.416,0.431,0,0.0409,0.911,0.96,0.847,0.888,0.0398,0.0891,0.112,0.0196
"MEX","rural","5","male",2020,126014024,0.0148152889841402,10914.3892498679,808762.65625,46266.8465935667,3657628.85614014,0.714,0.175,0.0319,0.921,0.89,0.89,0.11,0.0426,NA,0.612,NA,0.932,1,0.52,0.0918,NA,NA,0.943,0.493,0.442,0,0.0296,0.47,0.422,0,0.026,0.935,0.964,0.892,0.918,0.0359,0.0655,0.0822,0.0123
"MEX","rural","total","male",2020,126014024,0.200271157767484,2379.02221041883,808762.65625,12500.0191084419,3657628.85614014,0.417,0.396,0.0305,0.844,0.813,0.813,0.187,0.0631,NA,0.477,NA,0.876,1,0.275,0.202,NA,NA,0.875,0.353,0.48,0,0.102,0.324,0.434,0,0.0879,0.833,0.934,0.758,0.846,0.0658,0.167,0.154,0.0388
"MEX","urban","1","all",2020,126014024,0.109820945884478,1029.2422678993,1483.23046875,6095.86194055513,20217.9916381836,0.656,0.269,0.0282,0.954,0.925,0.925,0.0746,0.041,NA,0.532,NA,0.966,1,0.424,0.108,NA,NA,0.887,0.813,0.143,0,0.0184,0.731,0.128,0,0.0153,0.957,0.975,0.859,0.875,0.0251,0.0435,0.125,0.0134
"MEX","urban","2","all",2020,126014024,0.146699060168885,1909.75662735655,2350.602684021,10860.0755526213,32226.2157897949,0.783,0.166,0.0231,0.972,0.949,0.949,0.0512,0.0323,NA,0.614,NA,0.981,1,0.545,0.0688,NA,NA,0.922,0.87,0.108,0,0.0111,0.808,0.0978,0,0.00944,0.978,0.989,0.906,0.915,0.0111,0.0222,0.0846,0.00637
"MEX","urban","3","all",2020,126014024,0.159692418757955,2882.02533562913,3486.35458374023,15525.6683283391,51404.465133667,0.862,0.107,0.0138,0.983,0.969,0.969,0.0309,0.0187,NA,0.693,NA,0.988,1,0.646,0.0472,NA,NA,0.94,0.896,0.0884,0,0.00634,0.846,0.0822,0,0.00486,0.984,0.99,0.928,0.933,0.00974,0.0161,0.0668,0.0044
"MEX","urban","4","all",2020,126014024,0.169812145202054,4407.09931429978,5664.85486778846,21283.6462739025,73643.11328125,0.914,0.0645,0.0113,0.989,0.978,0.978,0.022,0.0135,NA,0.733,NA,0.992,1,0.702,0.031,NA,NA,0.951,0.914,0.0748,0,0.00513,0.87,0.0706,0,0.00496,0.989,0.994,0.941,0.946,0.00631,0.0114,0.054,0.00277
"MEX","urban","5","all",2020,126014024,0.18174396369687,11360.8934967613,2273644.08056641,43937.4410948772,2273644.08056641,0.96,0.0259,0.00521,0.991,0.986,0.986,0.0138,0.00754,NA,0.792,NA,0.994,1,0.779,0.013,NA,NA,0.963,0.938,0.0577,0,0.00112,0.906,0.0542,0,0.00109,0.996,0.997,0.96,0.961,0.00268,0.00381,0.039,0.0028
"MEX","country","1","all",2020,126014024,0.2,947.591328077491,1483.23046875,5643.05795917604,20217.9916381836,0.484,0.375,0.0261,0.885,0.859,0.859,0.141,0.0543,NA,0.482,NA,0.913,1,0.309,0.173,NA,NA,0.867,0.574,0.297,0,0.0767,0.515,0.265,0,0.0665,0.872,0.948,0.78,0.846,0.0518,0.128,0.154,0.0316
"MEX","country","2","all",2020,126014024,0.2,1900.65142312619,2350.602684021,10820.7208797725,32226.2157897949,0.687,0.227,0.0269,0.94,0.913,0.913,0.0867,0.0413,NA,0.573,NA,0.955,1,0.473,0.101,NA,NA,0.909,0.733,0.211,0,0.031,0.68,0.19,0,0.0262,0.944,0.975,0.87,0.896,0.0254,0.0564,0.104,0.015
"MEX","country","3","all",2020,126014024,0.2,2876.73089831343,3486.35458374023,15592.7835771018,84938.3272705078,0.789,0.154,0.0192,0.962,0.942,0.942,0.0576,0.0265,NA,0.654,NA,0.969,1,0.581,0.0731,NA,NA,0.93,0.799,0.164,0,0.0177,0.753,0.15,0,0.0148,0.962,0.98,0.903,0.918,0.0199,0.0376,0.0818,0.0099
"MEX","country","4","all",2020,126014024,0.2,4397.28518742731,5664.85486778846,21375.9552217206,73947.6790771484,0.864,0.0972,0.0143,0.976,0.961,0.961,0.0388,0.0187,NA,0.708,NA,0.98,1,0.659,0.0492,NA,NA,0.945,0.844,0.133,0,0.0114,0.803,0.124,0,0.0103,0.977,0.988,0.927,0.937,0.0118,0.0233,0.0629,0.00541
"MEX","country","5","all",2020,126014024,0.2,11303.5774833968,2273644.08056641,43967.1434041289,3657628.85614014,0.937,0.0403,0.00772,0.985,0.977,0.977,0.023,0.0107,NA,0.774,NA,0.988,1,0.754,0.0203,NA,NA,0.961,0.898,0.0928,0,0.00373,0.866,0.0876,0,0.0034,0.991,0.995,0.954,0.957,0.00543,0.00916,0.0427,0.00357
"MEX","country","total","all",2020,126014024,1,3812.07354036632,2273644.08056641,17741.3542418927,3657628.85614014,0.752,0.179,0.0188,0.949,0.931,0.931,0.0694,0.0303,NA,0.638,NA,0.961,1,0.555,0.0831,NA,NA,0.922,0.77,0.179,0,0.0281,0.723,0.163,0,0.0242,0.949,0.977,0.887,0.911,0.0229,0.051,0.0889,0.0131
"MEX","country","1","female",2020,126014024,0.0447749589946657,986.252785644437,1482.95686976115,5722.92301273547,16990.3641357422,0.525,0.36,0.0228,0.908,0.885,0.885,0.115,0.0397,NA,0.525,NA,0.925,1,0.361,0.164,NA,NA,0.872,0.655,0.249,0,0.0533,0.591,0.221,0,0.0442,0.904,0.957,0.812,0.856,0.0426,0.096,0.144,0.0279
"MEX","country","2","female",2020,126014024,0.0493011080811423,1889.47631756933,2350.602684021,10506.8616192642,30082.4077453613,0.706,0.213,0.0272,0.946,0.919,0.919,0.0808,0.0414,NA,0.602,NA,0.961,1,0.502,0.0998,NA,NA,0.918,0.766,0.188,0,0.0238,0.715,0.173,0,0.0196,0.954,0.978,0.888,0.907,0.0223,0.0461,0.0927,0.0143
"MEX","country","3","female",2020,126014024,0.0501433199713147,2868.31963297204,3486.228515625,15126.7995520087,42561.5869750977,0.795,0.153,0.0194,0.968,0.948,0.948,0.0519,0.0249,NA,0.661,NA,0.973,1,0.593,0.0678,NA,NA,0.917,0.81,0.157,0,0.0152,0.754,0.141,0,0.013,0.967,0.982,0.895,0.908,0.0179,0.0331,0.0922,0.00972
"MEX","country","4","female",2020,126014024,0.0508488660452458,4376.65159963124,5664.1953125,20514.8493869593,64559.7299346924,0.873,0.0917,0.013,0.978,0.965,0.965,0.0353,0.0172,NA,0.717,NA,0.982,1,0.673,0.0436,NA,NA,0.949,0.857,0.122,0,0.00909,0.819,0.115,0,0.00876,0.98,0.989,0.934,0.943,0.0113,0.0204,0.0573,0.00594
"MEX","country","5","female",2020,126014024,0.0480055196031979,10574.0715018877,365370.846435547,36676.3951826534,740740.078948975,0.943,0.0368,0.00732,0.987,0.979,0.979,0.0206,0.00975,NA,0.786,NA,0.989,1,0.766,0.0195,NA,NA,0.964,0.912,0.0805,0,0.00295,0.88,0.0773,0,0.0028,0.992,0.995,0.957,0.96,0.00467,0.00762,0.0397,0.00352
"MEX","country","total","female",2020,126014024,0.242577864562519,3730.49787913352,365370.846435547,16463.5985084851,740740.078948975,0.775,0.166,0.0177,0.959,0.941,0.941,0.0592,0.0261,NA,0.662,NA,0.967,1,0.585,0.0767,NA,NA,0.925,0.804,0.157,0,0.0201,0.756,0.143,0,0.017,0.961,0.981,0.899,0.916,0.0192,0.0393,0.0837,0.0119
"MEX","country","1","male",2020,126014024,0.155225041005334,936.439356939184,1483.23046875,5620.02073222431,20217.9916381836,0.471,0.38,0.0271,0.878,0.851,0.851,0.149,0.0589,NA,0.468,NA,0.91,1,0.293,0.175,NA,NA,0.866,0.549,0.313,0,0.0841,0.491,0.279,0,0.0735,0.861,0.945,0.77,0.843,0.0547,0.139,0.157,0.0328
"MEX","rural","3","male",2020,126014024,0.0314354179684892,2861.4691385279,3484.759765625,16114.2589952605,84938.3272705078,0.506,0.328,0.0398,0.874,0.835,0.835,0.165,0.0558,NA,0.499,NA,0.89,1,0.328,0.171,NA,NA,0.896,0.416,0.461,0,0.0633,0.388,0.421,0,0.0537,0.877,0.94,0.81,0.863,0.0596,0.123,0.137,0.0289
"NIC","rural","4","all",2014,6142734,0.0675059869381216,2420.03912684241,2906.8,16458.2104826863,35268.166015625,0.119,0.304,0.00262,0.425,0.423,0.423,0.48,0.0372,NA,NA,NA,0.46,0.903,NA,NA,NA,NA,NA,0.000987,0.0682,0.284,0.284,NA,NA,NA,NA,0.353,0.353,NA,NA,0.647,0.647,NA,0.189
"NIC","rural","total","all",2014,6142734,0.434479420902334,1435.31666495421,240000,9048.58124544273,1200000,0.125,0.188,0.00152,0.315,0.314,0.314,0.612,0.0491,NA,NA,NA,0.363,0.925,NA,NA,NA,NA,NA,0.00311,0.0428,0.311,0.311,NA,NA,NA,NA,0.357,0.357,NA,NA,0.643,0.643,NA,0.152
"NIC","rural","1","female",2014,6142734,0.0264628548807202,273.299021538443,688.611083984375,1783.41833814436,5598.58325195312,0.124,0.271,0.0014,0.396,0.395,0.395,0.581,0.0177,NA,NA,NA,0.413,0.976,NA,NA,NA,NA,NA,0.0281,0.0514,0.281,0.281,NA,NA,NA,NA,0.361,0.361,NA,NA,0.639,0.639,NA,0.157
"NIC","rural","2","female",2014,6142734,0.0153475297387248,956.882340401478,1200,6250.31931425679,12979.6666641235,0.0397,0.199,0,0.239,0.239,0.239,0.752,0.161,NA,NA,NA,0.399,0.991,NA,NA,NA,NA,NA,0,0.0104,0.3,0.3,NA,NA,NA,NA,0.31,0.31,NA,NA,0.69,0.69,NA,0.0458
"NIC","rural","5","all",2014,6142734,0.0307864768763055,5972.55385031973,240000,27041.657294537,1200000,0.178,0.233,0.00255,0.413,0.411,0.411,0.568,0.056,NA,NA,NA,0.467,0.978,NA,NA,NA,NA,NA,0.00817,0.169,0.213,0.213,NA,NA,NA,NA,0.391,0.391,NA,NA,0.609,0.609,NA,0.0608
"NIC","rural","5","female",2014,6142734,0.00839107483040693,4132.99341290171,30175,21727.182349225,56063.333984375,0.318,0.344,0.00511,0.667,0.662,0.662,0.33,0.0327,NA,NA,NA,0.695,0.992,NA,NA,NA,NA,NA,0,0.253,0.124,0.124,NA,NA,NA,NA,0.377,0.377,NA,NA,0.623,0.623,NA,0.0709
"NIC","rural","total","female",2014,6142734,0.0789761178827489,1460.62781777872,30175,9141.17773859443,56063.333984375,0.127,0.331,0.00324,0.462,0.458,0.458,0.531,0.0708,NA,NA,NA,0.529,0.989,NA,NA,NA,NA,NA,0.0139,0.0565,0.287,0.287,NA,NA,NA,NA,0.358,0.358,NA,NA,0.642,0.642,NA,0.161
"NIC","rural","1","male",2014,6142734,0.119002793177112,347.019392258378,689.814814249674,2511.45755282975,7270.83325195312,0.0843,0.127,0,0.211,0.211,0.211,0.668,0.04,NA,NA,NA,0.251,0.879,NA,NA,NA,NA,NA,0,0.019,0.272,0.272,NA,NA,NA,NA,0.291,0.291,NA,NA,0.709,0.709,NA,0.148
"NIC","rural","2","male",2014,6142734,0.0933643778879057,943.046437505908,1212.63887532552,7287.90825996907,15929.6666564941,0.221,0.16,0.00144,0.383,0.382,0.382,0.55,0.0314,NA,NA,NA,0.413,0.932,NA,NA,NA,NA,NA,0,0.0123,0.381,0.381,NA,NA,NA,NA,0.393,0.393,NA,NA,0.607,0.607,NA,0.187
"NIC","rural","3","male",2014,6142734,0.0668735738473197,1530.03595925023,1927.05554199219,10971.6532098852,34388.166015625,0.0625,0.145,0.00347,0.211,0.207,0.207,0.736,0.0694,NA,NA,NA,0.277,0.944,NA,NA,NA,NA,NA,0,0.0507,0.357,0.357,NA,NA,NA,NA,0.408,0.408,NA,NA,0.592,0.592,NA,0.122
"NIC","rural","4","male",2014,6142734,0.0537025769828437,2377.06789198399,2906.8,15799.8482521296,35268.166015625,0.124,0.215,0,0.34,0.34,0.34,0.538,0.0365,NA,NA,NA,0.376,0.878,NA,NA,NA,NA,NA,0,0.0789,0.282,0.282,NA,NA,NA,NA,0.36,0.36,NA,NA,0.64,0.64,NA,0.159
"NIC","rural","5","male",2014,6142734,0.0223954020458986,6661.7975287228,240000,29032.8766019217,1200000,0.125,0.191,0.00159,0.318,0.316,0.316,0.657,0.0649,NA,NA,NA,0.381,0.973,NA,NA,NA,NA,NA,0.0112,0.138,0.247,0.247,NA,NA,NA,NA,0.396,0.396,NA,NA,0.604,0.604,NA,0.057
"NIC","rural","total","male",2014,6142734,0.355503303019585,1429.69371694715,240000,9028.01065862522,1200000,0.125,0.156,0.00113,0.282,0.281,0.281,0.63,0.0443,NA,NA,NA,0.326,0.911,NA,NA,NA,NA,NA,0.00071,0.0398,0.317,0.317,NA,NA,NA,NA,0.357,0.357,NA,NA,0.643,0.643,NA,0.149
"NIC","urban","1","all",2014,6142734,0.0545343519421675,307.051675657444,689.444444444444,2103.69079317333,7690,0.498,0.318,0,0.816,0.816,0.816,0.167,0.0493,NA,NA,NA,0.865,0.983,NA,NA,NA,NA,NA,0.295,0.161,0.213,0.213,NA,NA,NA,NA,0.669,0.669,NA,NA,0.331,0.331,NA,0.0382
"NIC","urban","2","all",2014,6142734,0.0912880923733695,965.232619557376,1211.66666666667,6752.4472355956,16340,0.509,0.339,0,0.848,0.848,0.848,0.142,0.0482,NA,NA,NA,0.897,0.991,NA,NA,NA,NA,NA,0.29,0.122,0.218,0.218,NA,NA,NA,NA,0.63,0.63,NA,NA,0.37,0.37,NA,0.0357
"NIC","urban","3","all",2014,6142734,0.118204699337035,1568.13072163261,1927.63891601562,10590.6678669319,31800,0.53,0.347,0,0.877,0.877,0.877,0.121,0.04,NA,NA,NA,0.917,0.998,NA,NA,NA,NA,NA,0.321,0.138,0.197,0.197,NA,NA,NA,NA,0.656,0.656,NA,NA,0.344,0.344,NA,0.0346
"NIC","urban","4","all",2014,6142734,0.132494013061878,2352.50255260757,2908.51391601562,15856.5812810971,51009.1671524048,0.563,0.338,0,0.901,0.901,0.901,0.0988,0.0302,NA,NA,NA,0.931,0.999,NA,NA,NA,NA,NA,0.416,0.148,0.148,0.148,NA,NA,NA,NA,0.712,0.712,NA,NA,0.288,0.288,NA,0.0227
"NIC","rural","4","female",2014,6142734,0.0138034099552779,2587.2199941432,2902.5,19019.5883221924,31428.1665039062,0.0971,0.651,0.0128,0.761,0.748,0.748,0.252,0.0399,NA,NA,NA,0.788,1,NA,NA,NA,NA,NA,0.00485,0.0265,0.294,0.294,NA,NA,NA,NA,0.326,0.326,NA,NA,0.674,0.674,NA,0.304
"NIC","urban","total","all",2014,6142734,0.565520579097666,3095.64876284399,4e+05,18057.7686583813,853033.1875,0.577,0.31,4.49e-05,0.886,0.886,0.886,0.11,0.0343,NA,NA,NA,0.92,0.996,NA,NA,NA,NA,NA,0.399,0.155,0.167,0.167,NA,NA,NA,NA,0.721,0.721,NA,NA,0.279,0.279,NA,0.0254
"NIC","urban","1","female",2014,6142734,0.0276553114119545,295.509370044311,689.444444444444,2036.52743461116,7312.49983215332,0.553,0.35,0,0.903,0.903,0.903,0.0903,0.0158,NA,NA,NA,0.918,0.993,NA,NA,NA,NA,NA,0.341,0.174,0.129,0.129,NA,NA,NA,NA,0.645,0.645,NA,NA,0.355,0.355,NA,0.0412
"NIC","urban","2","female",2014,6142734,0.0485899110847288,967.837402933741,1204,7285.15376057279,16340,0.531,0.308,0,0.839,0.839,0.839,0.151,0.0414,NA,NA,NA,0.881,0.991,NA,NA,NA,NA,NA,0.344,0.0907,0.204,0.204,NA,NA,NA,NA,0.638,0.638,NA,NA,0.362,0.362,NA,0.0318
