"iso","scope","quintile","gender","year_survey","population","population_perc","ave_income_pc","max_income_pc","ave_hh_income","max_hh_income","access_water_piped_house","access_water_piped_plot","water_trucked","water_on_premises","water_distr","consume_distr","access_water_other_max","access_water_other_min","consume_bottled","access_water_daily","water_dist_continuity_jmp","improved_w_access_min","improved_w_access_max","access_water_piped_house_daily","access_water_piped_plot_daily","treat_water","water_meter","access_san_exclusive","access_sewer","access_septic","access_latrine_min","access_latrine_max","access_sewer_exclusive","access_septic_exclusive","access_latrine_exclusive_min","access_latrine_exclusive_max","improved_san_min__hh","improved_san_max","improved_san_min_exclusive","improved_san_max_exclusive","access_latrines_unimproved_min","access_latrines_unimproved_max","access_latrines_unimproved_exclusive_min","no_sanitation_access"
"COL","urban","4","male",2020,50372424,0.106524740631406,619642.35132135,818245.83203125,2749963.13477217,10925000,NA,0.974,0.00575,0.98,0.989,0.971,0.0255,0.021,0.0135,0.82,NA,0.992,0.996,NA,0.818,NA,NA,0.968,0.956,0.0332,0,0.00823,0.926,0.0318,0,0.00821,0.989,0.997,0.958,0.966,0.00267,0.0109,0.0336,0.00124
"COL","urban","5","male",2020,50372424,0.12341985228486,1801549.65375785,30208334,6183265.23972888,7.3e+07,NA,0.976,0.00173,0.978,0.994,0.975,0.0239,0.0221,0.0181,0.889,NA,0.997,0.998,NA,0.883,NA,NA,0.976,0.978,0.0166,0,0.00543,0.954,0.0166,0,0.00542,0.994,1,0.971,0.976,0.000298,0.00573,0.0241,0.00018
"COL","urban","total","male",2020,50372424,0.452583436401283,654723.672908957,30208334,2661249.40603211,7.3e+07,NA,0.954,0.0136,0.968,0.977,0.95,0.0444,0.0387,0.0198,0.773,NA,0.989,0.994,NA,0.77,NA,NA,0.955,0.927,0.0532,0,0.0132,0.892,0.0499,0,0.012,0.98,0.994,0.941,0.953,0.00642,0.0196,0.0465,0.00457
"COL","country","3","male",2020,50372424,0.125276884193297,368967.045839554,466666.6640625,1796708.09646855,5240000,NA,0.903,0.0186,0.922,0.874,0.849,0.0794,0.048,0.0186,0.662,NA,0.897,0.929,NA,0.658,NA,NA,0.94,0.707,0.226,0,0.0439,0.677,0.217,0,0.0427,0.933,0.977,0.894,0.937,0.0227,0.0666,0.0628,0.0196
"COL","country","4","male",2020,50372424,0.122204461106607,614977.060045266,818245.83203125,2687012.29655924,10925000,NA,0.938,0.00761,0.945,0.931,0.912,0.0505,0.0283,0.0146,0.761,NA,0.94,0.962,NA,0.758,NA,NA,0.956,0.839,0.127,0,0.0228,0.813,0.119,0,0.0225,0.966,0.989,0.932,0.954,0.0113,0.034,0.0457,0.00921
"COL","country","5","male",2020,50372424,0.13064590353686,1783487.43055536,30208334,6076404.04118812,7.3e+07,NA,0.961,0.00241,0.964,0.972,0.95,0.0341,0.0235,0.018,0.86,NA,0.974,0.985,NA,0.854,NA,NA,0.971,0.928,0.0609,0,0.00858,0.904,0.058,0,0.00849,0.989,0.998,0.962,0.971,0.00244,0.011,0.0291,0.00233
"COL","country","total","male",2020,50372424,0.623605155830394,549262.191032444,30208334,2260569.60158211,7.3e+07,NA,0.884,0.0168,0.901,0.867,0.838,0.087,0.0489,0.0186,0.653,NA,0.887,0.925,NA,0.648,NA,NA,0.922,0.707,0.212,0,0.0411,0.679,0.202,0,0.0393,0.919,0.96,0.881,0.92,0.04,0.0811,0.0796,0.0378
"COL","rural","1","all",2020,50372424,0.0852283522285622,99799.9328141336,167377.083333333,552231.603832807,1730229.1796875,NA,0.63,0.0269,0.657,0.532,0.497,0.246,0.0946,0.0141,0.255,NA,0.591,0.742,NA,0.25,NA,NA,0.753,0.0745,0.599,0,0.109,0.0713,0.576,0,0.103,0.673,0.782,0.647,0.75,0.218,0.327,0.25,0.213
"COL","rural","2","all",2020,50372424,0.0555116162802299,222050.413860349,291352.072265625,1180004.09634803,3172745.84375,NA,0.703,0.0274,0.73,0.607,0.552,0.197,0.0717,0.0121,0.331,NA,0.623,0.749,NA,0.304,NA,NA,0.848,0.113,0.641,0,0.124,0.106,0.619,0,0.122,0.754,0.878,0.725,0.847,0.122,0.246,0.153,0.121
"COL","rural","2","male",2020,50372424,0.0424590375408696,220640.90737842,291352.072265625,1116926.46391287,2611116.71875,NA,0.694,0.0289,0.723,0.586,0.534,0.199,0.0656,0.0128,0.327,NA,0.6,0.733,NA,0.299,NA,NA,0.85,0.0891,0.657,0,0.134,0.0813,0.636,0,0.132,0.746,0.88,0.717,0.849,0.12,0.254,0.151,0.12
"COL","rural","3","male",2020,50372424,0.0314698687719004,365071.156546009,466591.671875,1713307.88220393,4067952.625,NA,0.745,0.0379,0.783,0.572,0.552,0.193,0.0765,0.0115,0.371,NA,0.628,0.744,NA,0.368,NA,NA,0.894,0.105,0.69,0,0.132,0.0965,0.663,0,0.129,0.796,0.928,0.759,0.888,0.0723,0.204,0.112,0.0665
"COL","rural","4","male",2020,50372424,0.0156797204752003,583282.047118165,817777.78125,2259337.47137548,4710858.25,NA,0.729,0.0182,0.747,0.597,0.574,0.194,0.0704,0.0211,0.423,NA,0.645,0.768,NA,0.418,NA,NA,0.89,0.169,0.665,0,0.106,0.163,0.617,0,0.104,0.833,0.939,0.78,0.884,0.0605,0.167,0.116,0.0548
"COL","rural","total","male",2020,50372424,0.171021719429111,270174.131135888,1.5e+07,1200230.3452589,28808512.5,NA,0.691,0.0256,0.717,0.565,0.531,0.204,0.0769,0.0152,0.325,NA,0.608,0.735,NA,0.315,NA,NA,0.833,0.103,0.648,0,0.118,0.0963,0.62,0,0.114,0.75,0.868,0.716,0.83,0.132,0.25,0.17,0.129
"COL","rural","5","all",2020,50372424,0.01029564345399,1424747.6545148,1.5e+07,4332945.1220974,28808512.5,NA,0.777,0.0126,0.789,0.714,0.671,0.17,0.0593,0.0152,0.5,NA,0.73,0.841,NA,0.5,NA,NA,0.922,0.27,0.642,0,0.0587,0.252,0.608,0,0.0579,0.912,0.971,0.86,0.918,0.0295,0.0882,0.0822,0.0228
"COL","rural","total","all",2020,50372424,0.2296347004932,270016.22585025,1.5e+07,1219281.63130088,28808512.5,NA,0.692,0.0268,0.719,0.587,0.549,0.212,0.0811,0.0148,0.334,NA,0.63,0.761,NA,0.323,NA,NA,0.832,0.12,0.631,0,0.114,0.114,0.604,0,0.11,0.751,0.865,0.719,0.829,0.135,0.249,0.171,0.131
"COL","rural","1","female",2020,50372424,0.023614759925772,97115.2216941546,166968.75,529390.199667469,1426829.1640625,NA,0.613,0.0426,0.655,0.559,0.514,0.305,0.0988,0.00693,0.279,NA,0.612,0.819,NA,0.267,NA,NA,0.738,0.0966,0.564,0,0.103,0.0906,0.545,0,0.0996,0.661,0.764,0.636,0.735,0.236,0.339,0.265,0.229
"COL","rural","2","female",2020,50372424,0.0130525787393603,226635.430340644,290833.34375,1385190.79677204,3172745.84375,NA,0.734,0.0226,0.756,0.68,0.61,0.191,0.0923,0.00994,0.346,NA,0.703,0.802,NA,0.319,NA,NA,0.842,0.193,0.588,0,0.0919,0.188,0.564,0,0.088,0.781,0.873,0.753,0.841,0.127,0.219,0.159,0.126
"COL","rural","3","female",2020,50372424,0.00840577975659716,370242.022553065,465488.890625,1647747.30430131,3562460,NA,0.732,0.0122,0.744,0.712,0.671,0.203,0.0767,0.0236,0.439,NA,0.748,0.874,NA,0.439,NA,NA,0.9,0.208,0.638,0,0.108,0.206,0.597,0,0.0957,0.846,0.954,0.802,0.898,0.0463,0.154,0.102,0.0443
"COL","rural","4","female",2020,50372424,0.00631368052661187,605229.802219624,813333.333007812,2549619.83147814,5070918,NA,0.804,0.0333,0.837,0.743,0.704,0.144,0.092,0.0329,0.495,NA,0.796,0.848,NA,0.463,NA,NA,0.96,0.306,0.525,0,0.139,0.306,0.516,0,0.139,0.831,0.97,0.822,0.96,0.0301,0.169,0.0395,0.0301
"COL","rural","5","female",2020,50372424,0.00306959220198985,1306479.47283995,5181502.5,4525306.12477223,12803733,NA,0.803,0.016,0.819,0.831,0.775,0.175,0.108,0.0103,0.55,NA,0.884,0.95,NA,0.55,NA,NA,0.967,0.252,0.639,0,0.0829,0.247,0.622,0,0.0829,0.891,0.974,0.869,0.952,0.0262,0.109,0.0477,0.000994
"COL","rural","total","female",2020,50372424,0.0586129810640889,269555.487751512,5181502.5,1274869.7218072,12803733,NA,0.694,0.0303,0.725,0.65,0.6,0.235,0.0934,0.0136,0.362,NA,0.693,0.835,NA,0.347,NA,NA,0.828,0.171,0.582,0,0.104,0.167,0.559,0,0.0999,0.753,0.857,0.726,0.826,0.143,0.247,0.174,0.138
"COL","rural","1","male",2020,50372424,0.0616135923027902,100828.907204343,167377.083333333,560986.072701969,1730229.1796875,NA,0.636,0.0206,0.657,0.521,0.49,0.221,0.0929,0.017,0.244,NA,0.583,0.711,NA,0.243,NA,NA,0.758,0.0655,0.613,0,0.111,0.0635,0.588,0,0.104,0.678,0.79,0.651,0.756,0.21,0.322,0.244,0.207
"COL","urban","1","all",2020,50372424,0.114771647771438,101779.409884743,167333.33125,602183.364663121,2451695.1875,NA,0.911,0.029,0.94,0.947,0.898,0.0868,0.071,0.0283,0.6,NA,0.969,0.985,NA,0.597,NA,NA,0.909,0.845,0.0992,0,0.0344,0.782,0.0942,0,0.0286,0.944,0.979,0.876,0.905,0.0215,0.0558,0.0953,0.0154
"COL","urban","2","all",2020,50372424,0.14448838371977,228242.868691636,291374.16875,1333940.1689051,3900633.34375,NA,0.936,0.0248,0.961,0.961,0.927,0.0623,0.0554,0.0214,0.677,NA,0.983,0.99,NA,0.675,NA,NA,0.936,0.88,0.0826,0,0.0246,0.838,0.0748,0,0.019,0.963,0.987,0.913,0.932,0.0128,0.0374,0.068,0.00841
"COL","urban","3","all",2020,50372424,0.160124351471503,370812.192552821,466666.665625,1885194.09218342,5240000,NA,0.96,0.0118,0.972,0.98,0.956,0.0389,0.0366,0.0205,0.764,NA,0.993,0.995,NA,0.761,NA,NA,0.956,0.926,0.0557,0,0.0117,0.887,0.0538,0,0.0108,0.982,0.993,0.941,0.952,0.00662,0.0183,0.0479,0.00304
"COL","country","2","male",2020,50372424,0.129955336686575,226569.751055015,291352.072265625,1271530.11968747,3900633.34375,NA,0.848,0.0281,0.876,0.83,0.789,0.114,0.0613,0.0188,0.556,NA,0.85,0.902,NA,0.545,NA,NA,0.905,0.602,0.289,0,0.0601,0.571,0.275,0,0.0572,0.892,0.952,0.846,0.903,0.0483,0.108,0.097,0.0465
"COL","rural","5","male",2020,50372424,0.00722605125200016,1474987.41556163,1.5e+07,4251231.08310354,28808512.5,NA,0.768,0.0113,0.779,0.672,0.634,0.169,0.0417,0.0169,0.482,NA,0.675,0.802,NA,0.482,NA,NA,0.905,0.276,0.643,0,0.05,0.253,0.603,0,0.049,0.919,0.969,0.856,0.905,0.0306,0.0807,0.0946,0.0306
"COL","country","total","female",2020,50372424,0.376394844169606,507378.757235466,21666668,2151611.42240321,44539863,NA,0.918,0.0153,0.933,0.927,0.898,0.0708,0.0455,0.0178,0.702,NA,0.944,0.969,NA,0.697,NA,NA,0.934,0.81,0.13,0,0.0308,0.778,0.125,0,0.0273,0.94,0.971,0.903,0.93,0.0292,0.06,0.0696,0.0249
"COL","country","1","male",2020,50372424,0.116956299933462,102684.069369394,167377.083333333,588896.469445705,2251250,NA,0.76,0.0281,0.788,0.717,0.677,0.163,0.0863,0.0233,0.408,NA,0.764,0.841,NA,0.406,NA,NA,0.833,0.435,0.37,0,0.0726,0.407,0.355,0,0.0675,0.805,0.878,0.762,0.829,0.122,0.195,0.171,0.118
"CRI","country","2","female",2020,5111238,0.069930391619962,75579.9943995213,96666.6666666667,351306.470398671,983440,0.971,0.0054,NA,0.977,0.977,0.977,0.0172,0,NA,NA,NA,0.977,0.994,NA,NA,NA,NA,0.99,0.194,0.789,0,0.0112,0.188,0.788,0,0.0112,0.983,0.994,0.976,0.987,0.00612,0.0173,0.0128,0.00289
"CRI","rural","5","female",2020,5111238,0.00685374969419664,621051.568855743,3465060,2152929.70537651,14125000,0.887,0.0122,NA,0.9,0.9,0.9,0.0293,0,NA,NA,NA,0.9,0.929,NA,NA,NA,NA,1,0.0169,0.976,0,0.00687,0.0169,0.976,0,0.00687,0.993,1,0.993,1,0,0.00687,0,0
"CRI","country","3","female",2020,5111238,0.0743929390152481,124100.527871413,159341.671875,545755.207759508,1339166.65625,0.966,0.0126,NA,0.979,0.979,0.979,0.0125,0,NA,NA,NA,0.979,0.991,NA,NA,NA,NA,0.994,0.227,0.761,0,0.0106,0.227,0.757,0,0.0106,0.988,0.998,0.983,0.994,0.00188,0.0125,0.00603,0.00188
"CRI","country","4","female",2020,5111238,0.0673458307799201,219267.750758678,306833.328125,879253.381283744,2111816.75,0.966,0.0186,NA,0.985,0.985,0.985,0.0102,0,NA,NA,NA,0.985,0.995,NA,NA,NA,NA,0.998,0.281,0.714,0,0.00317,0.281,0.714,0,0.00317,0.995,0.998,0.995,0.998,0.00165,0.00482,0.00228,0.00165
"CRI","country","5","female",2020,5111238,0.0685872126962289,591040.620743933,3465060,1938663.57994815,14125000,0.978,0.00951,NA,0.987,0.987,0.987,0.00535,0,NA,NA,NA,0.987,0.992,NA,NA,NA,NA,1,0.296,0.703,0,0.000728,0.296,0.703,0,0.000728,0.999,1,0.999,1,0,0.000728,0.000428,0
"CRI","rural","3","male",2020,5111238,0.0423877911091205,122809.365273255,158833.328125,556979.31202799,1284920,0.817,0.0221,NA,0.839,0.839,0.839,0.0726,0,NA,NA,NA,0.839,0.912,NA,NA,NA,NA,0.997,0.0608,0.916,0,0.0202,0.0608,0.916,0,0.0202,0.977,0.997,0.977,0.997,0.00283,0.023,0.00283,0.00283
"CRI","rural","total","female",2020,5111238,0.0816862278015068,122039.677709597,3465060,477885.866004177,14125000,0.864,0.022,NA,0.886,0.886,0.886,0.0592,0,NA,NA,NA,0.886,0.945,NA,NA,NA,NA,0.985,0.0384,0.921,0,0.0336,0.0384,0.917,0,0.03,0.96,0.993,0.955,0.985,0.00651,0.0401,0.0149,0.00651
"CRI","rural","1","male",2020,5111238,0.0476916643821593,32015.0887582517,55000.0004882812,164057.99715622,564883.3359375,0.831,0.0157,NA,0.847,0.847,0.847,0.0534,0,NA,NA,NA,0.847,0.9,NA,NA,NA,NA,0.998,0.0492,0.913,0,0.0356,0.0492,0.913,0,0.0356,0.962,0.998,0.962,0.998,0.00246,0.038,0.00246,0.00246
"CRI","rural","2","male",2020,5111238,0.0469626090908032,75504.3902436921,96660,355492.246026654,737742,0.859,0.0152,NA,0.874,0.874,0.874,0.044,0,NA,NA,NA,0.874,0.918,NA,NA,NA,NA,0.99,0.0513,0.929,0,0.015,0.0513,0.924,0,0.015,0.981,0.996,0.975,0.99,0.00423,0.0193,0.00974,0.00423
"CRI","urban","1","all",2020,5111238,0.124669903148456,31077.4003668901,55041.66796875,161235.233311685,380416.671875,0.969,0.0131,NA,0.983,0.983,0.983,0.00994,0,NA,NA,NA,0.983,0.992,NA,NA,NA,NA,0.99,0.284,0.691,0,0.0148,0.284,0.688,0,0.0148,0.975,0.989,0.972,0.986,0.0107,0.0254,0.0137,0.00565
"CRI","rural","4","male",2020,5111238,0.030864747761318,213506.685004518,304691.6875,842329.717028232,1843316.7421875,0.883,0.00843,NA,0.892,0.892,0.892,0.0468,0,NA,NA,NA,0.892,0.939,NA,NA,NA,NA,0.996,0.0541,0.941,0,0.0045,0.0541,0.937,0,0.0045,0.995,0.999,0.991,0.996,0.000791,0.00529,0.00416,0.000791
"CRI","rural","5","male",2020,5111238,0.0190205451414204,555827.348184094,5562596.6640625,1986109.94492131,8125000,0.923,0.017,NA,0.94,0.94,0.94,0.0177,0,NA,NA,NA,0.94,0.958,NA,NA,NA,NA,0.992,0.0356,0.96,0,0.00457,0.0356,0.951,0,0.00457,0.995,1,0.987,0.992,0,0.00457,0.00843,0
"CRI","rural","total","male",2020,5111238,0.192716681192884,133642.849232989,5562596.6640625,552166.873301721,8125000,0.853,0.0159,NA,0.869,0.869,0.869,0.0506,0,NA,NA,NA,0.869,0.92,NA,NA,NA,NA,0.995,0.0517,0.927,0,0.0186,0.0517,0.924,0,0.0186,0.979,0.998,0.976,0.995,0.00244,0.021,0.00525,0.00244
"CRI","rural","4","female",2020,5111238,0.00959839847121064,220349.347753298,306466.671875,805624.472715546,1561583.3046875,0.899,0.0285,NA,0.927,0.927,0.927,0.043,0,NA,NA,NA,0.927,0.97,NA,NA,NA,NA,1,0.0672,0.913,0,0.0201,0.0672,0.913,0,0.0201,0.98,1,0.98,1,0,0.0201,0,0
"CRI","country","1","all",2020,5111238,0.2,31375.521301127,55041.66796875,162460.866195598,564883.3359375,0.909,0.0174,NA,0.927,0.927,0.927,0.0313,0,NA,NA,NA,0.927,0.958,NA,NA,NA,NA,0.989,0.191,0.773,0,0.027,0.191,0.771,0,0.0255,0.964,0.991,0.962,0.987,0.00903,0.036,0.0129,0.00593
"CRI","country","2","all",2020,5111238,0.2,75858.3664836504,96666.6666666667,360502.410721242,983440,0.945,0.00952,NA,0.954,0.954,0.954,0.0174,0,NA,NA,NA,0.954,0.972,NA,NA,NA,NA,0.992,0.17,0.814,0,0.0115,0.168,0.811,0,0.0115,0.984,0.996,0.979,0.991,0.00448,0.016,0.00935,0.00329
"CRI","country","3","all",2020,5111238,0.2,124022.601156896,159477.08203125,572389.796813388,1872916.65625,0.94,0.0131,NA,0.953,0.953,0.953,0.0233,0,NA,NA,NA,0.953,0.977,NA,NA,NA,NA,0.993,0.196,0.793,0,0.00894,0.196,0.788,0,0.00894,0.989,0.998,0.984,0.993,0.00172,0.0107,0.00663,0.00172
"CRI","country","4","all",2020,5111238,0.2,219576.840967199,306833.328125,915740.298019716,2111816.75,0.961,0.0124,NA,0.973,0.973,0.973,0.0141,0,NA,NA,NA,0.973,0.987,NA,NA,NA,NA,0.997,0.248,0.747,0,0.00328,0.248,0.746,0,0.00328,0.995,0.998,0.994,0.997,0.00163,0.00491,0.00291,0.00163
"CRI","country","5","all",2020,5111238,0.2,595367.216933432,5562596.6640625,2083379.18909659,14125000,0.979,0.00736,NA,0.987,0.987,0.987,0.00558,0,NA,NA,NA,0.987,0.992,NA,NA,NA,NA,0.996,0.293,0.706,0,0.000718,0.293,0.702,0,0.000718,0.998,0.999,0.994,0.995,0.000866,0.00158,0.00478,0
"CRI","country","total","all",2020,5111238,1,188305.55916419,5562596.6640625,747159.377357747,14125000,0.947,0.012,NA,0.959,0.959,0.959,0.0183,0,NA,NA,NA,0.959,0.977,NA,NA,NA,NA,0.994,0.22,0.767,0,0.0103,0.219,0.764,0,0.00999,0.986,0.996,0.983,0.993,0.00354,0.0138,0.00731,0.00251
"CRI","country","1","female",2020,5111238,0.0913938849232926,31391.7745016029,55041.66796875,164823.368773466,419700,0.919,0.0183,NA,0.937,0.937,0.937,0.031,0,NA,NA,NA,0.937,0.968,NA,NA,NA,NA,0.983,0.214,0.748,0,0.029,0.214,0.743,0,0.0256,0.962,0.991,0.958,0.983,0.00904,0.038,0.0165,0.00904
"CRI","urban","total","female",2020,5111238,0.293587809549469,189804.577661594,3200858.5,719623.297790863,6569000,0.985,0.0106,NA,0.996,0.996,0.996,0.00366,0,NA,NA,NA,0.996,0.999,NA,NA,NA,NA,0.995,0.298,0.693,0,0.00558,0.297,0.692,0,0.00558,0.991,0.997,0.988,0.994,0.00323,0.00881,0.00602,0.00245
"CRI","urban","1","male",2020,5111238,0.0609144506945481,30850.3999336329,55000,157665.811505771,370000,0.957,0.0175,NA,0.974,0.974,0.974,0.0142,0,NA,NA,NA,0.974,0.988,NA,NA,NA,NA,0.991,0.269,0.7,0,0.0172,0.269,0.698,0,0.0172,0.969,0.986,0.967,0.984,0.0142,0.0314,0.0158,0.00406
"CRI","urban","2","all",2020,5111238,0.13529053983198,76047.0270233344,96508.1979166667,368250.782453235,983440,0.98,0.00705,NA,0.987,0.987,0.987,0.00183,0,NA,NA,NA,0.987,0.989,NA,NA,NA,NA,0.992,0.232,0.755,0,0.00842,0.229,0.753,0,0.00842,0.987,0.995,0.982,0.99,0.00458,0.013,0.00952,0.00279
"CRI","country","total","female",2020,5111238,0.375274037350976,175054.132644136,3465060,667004.099669757,14125000,0.958,0.0131,NA,0.971,0.971,0.971,0.0159,0,NA,NA,NA,0.971,0.987,NA,NA,NA,NA,0.993,0.241,0.744,0,0.0118,0.24,0.741,0,0.011,0.984,0.996,0.981,0.992,0.00396,0.0157,0.00799,0.00334
"CRI","country","1","male",2020,5111238,0.108606115076707,31361.8439577023,55000.0004882812,160472.780270784,564883.3359375,0.901,0.0167,NA,0.918,0.918,0.918,0.0316,0,NA,NA,NA,0.918,0.949,NA,NA,NA,NA,0.994,0.171,0.794,0,0.0253,0.171,0.793,0,0.0253,0.966,0.991,0.965,0.99,0.00902,0.0343,0.00991,0.00335
"CRI","country","2","male",2020,5111238,0.130069608380038,76008.0299530932,96660,365446.49962933,737742,0.929,0.0119,NA,0.941,0.941,0.941,0.0175,0,NA,NA,NA,0.941,0.958,NA,NA,NA,NA,0.993,0.156,0.828,0,0.0117,0.156,0.825,0,0.0117,0.985,0.996,0.981,0.993,0.00352,0.0152,0.00736,0.00352
"CRI","country","3","male",2020,5111238,0.125607060984752,123976.447721927,159477.08203125,588164.589596909,1872916.65625,0.924,0.0135,NA,0.937,0.937,0.937,0.0302,0,NA,NA,NA,0.937,0.967,NA,NA,NA,NA,0.993,0.177,0.813,0,0.00788,0.177,0.808,0,0.00788,0.991,0.998,0.985,0.993,0.00161,0.00949,0.00701,0.00161
"CRI","country","4","male",2020,5111238,0.13265416922008,219733.75979607,306666.6875,934263.965497556,2085974.9765625,0.957,0.00898,NA,0.966,0.966,0.966,0.0163,0,NA,NA,NA,0.966,0.983,NA,NA,NA,NA,0.997,0.229,0.766,0,0.00334,0.229,0.764,0,0.00334,0.995,0.998,0.993,0.997,0.00162,0.00496,0.00326,0.00162
"CRI","country","5","male",2020,5111238,0.131412787303771,597625.362272164,5562596.6640625,2158909.43595289,11070833.3125,0.98,0.0061,NA,0.986,0.986,0.986,0.00572,0,NA,NA,NA,0.986,0.992,NA,NA,NA,NA,0.994,0.291,0.707,0,0.000712,0.291,0.701,0,0.000712,0.998,0.999,0.992,0.993,0.00138,0.00209,0.00735,0
"CRI","country","total","male",2020,5111238,0.624725962649024,196265.715501784,5562596.6640625,795308.800419039,11070833.3125,0.939,0.0113,NA,0.951,0.951,0.951,0.0199,0,NA,NA,NA,0.951,0.971,NA,NA,NA,NA,0.994,0.206,0.781,0,0.00936,0.206,0.778,0,0.00936,0.987,0.997,0.984,0.993,0.00328,0.0126,0.00688,0.00199
"CRI","rural","1","all",2020,5111238,0.075330096851544,31868.9058784904,55000.0004882812,164489.265724064,564883.3359375,0.811,0.0246,NA,0.836,0.836,0.836,0.0659,0,NA,NA,NA,0.836,0.902,NA,NA,NA,NA,0.988,0.0404,0.906,0,0.0467,0.0404,0.905,0,0.0427,0.947,0.994,0.946,0.988,0.00637,0.0531,0.0116,0.00637
"CRI","rural","2","all",2020,5111238,0.0647094601680202,75463.9266877911,96666.6666666667,344302.59400637,737742,0.873,0.0144,NA,0.888,0.888,0.888,0.0483,0,NA,NA,NA,0.888,0.936,NA,NA,NA,NA,0.991,0.0459,0.932,0,0.0177,0.0459,0.927,0,0.0177,0.978,0.996,0.973,0.991,0.00427,0.022,0.009,0.00427
"CRI","rural","3","all",2020,5111238,0.058427685383199,123416.68901911,159096.671875,545453.804693815,1284920,0.848,0.017,NA,0.865,0.865,0.865,0.0628,0,NA,NA,NA,0.865,0.927,NA,NA,NA,NA,0.992,0.0592,0.919,0,0.0185,0.0592,0.914,0,0.0185,0.978,0.996,0.974,0.992,0.00365,0.0221,0.00801,0.00365
"CRI","rural","4","all",2020,5111238,0.0404631462325286,215129.85595839,306466.671875,833622.743060571,1843316.7421875,0.887,0.0137,NA,0.901,0.901,0.901,0.0458,0,NA,NA,NA,0.901,0.947,NA,NA,NA,NA,0.997,0.0575,0.933,0,0.00858,0.0575,0.931,0,0.00858,0.991,0.999,0.988,0.997,0.000583,0.00916,0.00307,0.000583
"CRI","rural","5","all",2020,5111238,0.0258742948356171,573104.359415611,5562596.6640625,2030298.23640788,14125000,0.913,0.0156,NA,0.928,0.928,0.928,0.021,0,NA,NA,NA,0.928,0.949,NA,NA,NA,NA,0.994,0.0302,0.965,0,0.00523,0.0302,0.959,0,0.00523,0.995,1,0.989,0.994,0,0.00523,0.00602,0
"CRI","urban","2","male",2020,5111238,0.0831069992892348,76292.6297461009,96508.1979166667,371071.509853875,729650,0.97,0.00995,NA,0.98,0.98,0.98,0.00195,0,NA,NA,NA,0.98,0.982,NA,NA,NA,NA,0.994,0.218,0.769,0,0.00978,0.218,0.766,0,0.00978,0.987,0.997,0.984,0.994,0.00311,0.0129,0.00596,0.00311
"CRI","rural","1","female",2020,5111238,0.0276384324693847,31616.6591257949,54967.5,165233.443810825,419700,0.776,0.0399,NA,0.816,0.816,0.816,0.0876,0,NA,NA,NA,0.816,0.904,NA,NA,NA,NA,0.973,0.0252,0.896,0,0.0661,0.0252,0.892,0,0.0552,0.921,0.987,0.917,0.973,0.0131,0.0792,0.0274,0.0131
"CRI","rural","2","female",2020,5111238,0.0177468510772171,75356.8499928925,96666.6666666667,314691.974555951,657250.0078125,0.907,0.0125,NA,0.92,0.92,0.92,0.0582,0,NA,NA,NA,0.92,0.978,NA,NA,NA,NA,0.993,0.0333,0.938,0,0.0239,0.0333,0.936,0,0.0239,0.972,0.996,0.969,0.993,0.00436,0.0283,0.00727,0.00436
"CRI","rural","3","female",2020,5111238,0.0160398942740785,125021.631772163,159096.671875,514995.948241658,1071616.6796875,0.918,0.00513,NA,0.923,0.923,0.923,0.0398,0,NA,NA,NA,0.923,0.963,NA,NA,NA,NA,0.98,0.0557,0.924,0,0.0144,0.0557,0.91,0,0.0144,0.98,0.994,0.966,0.98,0.00557,0.02,0.0201,0.00557
"CRI","urban","4","all",2020,5111238,0.159536853767471,220704.724590676,306833.328125,936567.677751126,2111816.75,0.981,0.0121,NA,0.993,0.993,0.993,0.00536,0,NA,NA,NA,0.993,0.998,NA,NA,NA,NA,0.997,0.3,0.696,0,0.00182,0.3,0.695,0,0.00182,0.996,0.998,0.995,0.997,0.00192,0.00374,0.00286,0.00192
"CRI","urban","5","all",2020,5111238,0.174125705164383,598675.377200496,4421986.5,2091266.77937929,11070833.3125,0.99,0.00605,NA,0.996,0.996,0.996,0.00313,0,NA,NA,NA,0.996,0.999,NA,NA,NA,NA,0.996,0.334,0.665,0,0,0.334,0.661,0,0,0.999,0.999,0.995,0.995,0.001,0.001,0.00459,0
"CRI","urban","total","all",2020,5111238,0.725597091005609,210283.907931846,4421986.5,829263.132137059,11070833.3125,0.981,0.00977,NA,0.991,0.991,0.991,0.0051,0,NA,NA,NA,0.991,0.996,NA,NA,NA,NA,0.994,0.285,0.706,0,0.00538,0.284,0.704,0,0.00538,0.991,0.997,0.988,0.993,0.00348,0.00886,0.00695,0.00206
"CRI","urban","1","female",2020,5111238,0.0637554524539079,31294.2854514918,55041.66796875,164645.598390053,380416.671875,0.982,0.00872,NA,0.991,0.991,0.991,0.00582,0,NA,NA,NA,0.991,0.997,NA,NA,NA,NA,0.988,0.299,0.682,0,0.0125,0.299,0.677,0,0.0125,0.98,0.993,0.976,0.988,0.0072,0.0197,0.0116,0.0072
"CRI","urban","2","female",2020,5111238,0.0521835405427449,75655.8825150452,96491.1171875,363758.519420831,983440,0.996,0.00272,NA,0.998,0.998,0.998,0.00166,0,NA,NA,NA,0.998,1,NA,NA,NA,NA,0.99,0.254,0.733,0,0.00638,0.246,0.733,0,0.00638,0.987,0.993,0.979,0.985,0.00678,0.0132,0.0148,0.00233
