"iso","scope","quintile","gender","population","population_perc","year_survey","ave_income_pc","max_income_pc","ave_hh_income","max_hh_income","access_water_piped_house","access_water_piped_plot","water_trucked","water_on_premises","water_distr","consume_distr","access_water_other_max","access_water_other_min","consume_bottled","access_water_daily","water_dist_continuity_jmp","improved_w_access_min","improved_w_access_max","access_water_piped_house_daily","access_water_piped_plot_daily","treat_water","water_meter","access_san_exclusive","access_sewer","access_septic","access_latrine_min","access_latrine_max","access_sewer_exclusive","access_septic_exclusive","access_latrine_exclusive_min","access_latrine_exclusive_max","improved_san_min__hh","improved_san_max","improved_san_min_exclusive","improved_san_max_exclusive","access_latrines_unimproved_min","access_latrines_unimproved_max","access_latrines_unimproved_exclusive_min","no_sanitation_access","name"
"BOL","rural","2","female",11677406,0.0107148800125585,2020,669.481270280323,833.333333333333,3093.4214789977,5330,0.0318,0.0625,0,0.0943,0.0943,0.0943,0.665,0.648,0,NA,NA,0.742,0.759,NA,NA,NA,NA,NA,0.0719,0.0643,0.403,0.403,NA,NA,NA,NA,0.539,0.539,NA,NA,0.461,0.461,NA,0.269,"BOL_2020"
"BOL","rural","3","female",11677406,0.00530928266268373,2020,960.615701790593,1264,3650.21378324188,7500,0.108,0.0811,0.00801,0.197,0.189,0.189,0.607,0.584,0.0303,NA,NA,0.773,0.796,NA,NA,NA,NA,NA,0.181,0.0786,0.177,0.177,NA,NA,NA,NA,0.437,0.437,NA,NA,0.563,0.563,NA,0.431,"BOL_2020"
"BOL","rural","4","female",11677406,0.00282988441972724,2020,1544.47802363988,2064,5782.91015275198,11042.1669921875,0.0994,0.0673,0.0337,0.2,0.167,0.167,0.72,0.72,0,NA,NA,0.886,0.886,NA,NA,NA,NA,NA,0.206,0.195,0.358,0.358,NA,NA,NA,NA,0.759,0.759,NA,NA,0.241,0.241,NA,0.186,"BOL_2020"
"BOL","rural","5","female",11677406,0.00275928893290907,2020,3270.60978358711,34350,8729.83028239851,34350,0.294,0.123,0.0158,0.433,0.417,0.417,0.541,0.503,0.00371,NA,NA,0.92,0.958,NA,NA,NA,NA,NA,0.247,0.197,0.3,0.3,NA,NA,NA,NA,0.744,0.744,NA,NA,0.256,0.256,NA,0.103,"BOL_2020"
"BOL","rural","total","female",11677406,0.0453832434471597,2020,655.006717813959,34350,2605.84439862492,34350,0.0555,0.0642,0.00721,0.127,0.12,0.12,0.668,0.651,0.00741,NA,NA,0.771,0.788,NA,NA,NA,NA,NA,0.11,0.0718,0.354,0.354,NA,NA,NA,NA,0.536,0.536,NA,NA,0.464,0.464,NA,0.306,"BOL_2020"
"BOL","rural","1","male",11677406,0.117628402602514,2020,223.066217487651,480,1326.51213301034,5610.66668510437,0.019,0.0459,0.00217,0.0671,0.0649,0.0649,0.706,0.702,0.000569,NA,NA,0.767,0.771,NA,NA,NA,NA,NA,0.0357,0.0493,0.324,0.324,NA,NA,NA,NA,0.409,0.409,NA,NA,0.591,0.591,NA,0.423,"BOL_2020"
"BOL","rural","2","male",11677406,0.0529042640994763,2020,638.755833800293,837.222249348958,3234.13411077378,7329.99987792969,0.0463,0.0503,0.00847,0.105,0.0966,0.0966,0.715,0.707,0.00343,NA,NA,0.803,0.812,NA,NA,NA,NA,NA,0.0747,0.0962,0.308,0.308,NA,NA,NA,NA,0.479,0.479,NA,NA,0.521,0.521,NA,0.22,"BOL_2020"
"BOL","rural","3","male",11677406,0.031115703624799,2020,1020.23288852239,1267.5,5105.19363648097,9640,0.0346,0.0953,0.00594,0.136,0.13,0.13,0.739,0.729,0.00214,NA,NA,0.859,0.869,NA,NA,NA,NA,NA,0.0866,0.0878,0.305,0.305,NA,NA,NA,NA,0.479,0.479,NA,NA,0.521,0.521,NA,0.249,"BOL_2020"
"BOL","rural","4","male",11677406,0.0267783269588333,2020,1578.73745904049,2072.33333301544,7555.43282353096,17833.3333129883,0.129,0.0695,0.012,0.211,0.199,0.199,0.624,0.617,0.00393,NA,NA,0.816,0.823,NA,NA,NA,NA,NA,0.211,0.0452,0.337,0.337,NA,NA,NA,NA,0.594,0.594,NA,NA,0.406,0.406,NA,0.166,"BOL_2020"
"BOL","rural","5","male",11677406,0.0109340371788353,2020,3409.74729394073,20575,9473.03482913115,41150,0.107,0.102,0.0115,0.221,0.209,0.209,0.632,0.622,0.0341,NA,NA,0.831,0.842,NA,NA,NA,NA,NA,0.199,0.056,0.404,0.404,NA,NA,NA,NA,0.659,0.659,NA,NA,0.341,0.341,NA,0.125,"BOL_2020"
"BOL","rural","total","male",11677406,0.260022989451202,2020,649.998751221381,20575,3096.03453127402,41150,0.0457,0.0596,0.00586,0.111,0.105,0.105,0.699,0.692,0.00382,NA,NA,0.797,0.804,NA,NA,NA,NA,NA,0.0821,0.0653,0.324,0.324,NA,NA,NA,NA,0.471,0.471,NA,NA,0.529,0.529,NA,0.305,"BOL_2020"
"BOL","urban","1","all",11677406,0.0621040426567879,2020,315.440686835471,480,1734.35520044167,4300,0.538,0.243,0.0531,0.835,0.782,0.782,0.212,0.21,0.0502,NA,NA,0.992,0.994,NA,NA,NA,NA,NA,0.595,0.181,0.178,0.178,NA,NA,NA,NA,0.954,0.954,NA,NA,0.0462,0.0462,NA,0.0213,"BOL_2020"
"BOL","urban","2","all",11677406,0.136380855887965,2020,665.809651507533,837.777791341146,3648.27032054217,11703.3334960938,0.578,0.218,0.0716,0.868,0.796,0.796,0.198,0.197,0.047,NA,NA,0.994,0.994,NA,NA,NA,NA,NA,0.601,0.166,0.189,0.189,NA,NA,NA,NA,0.957,0.957,NA,NA,0.0432,0.0432,NA,0.016,"BOL_2020"
"BOL","urban","3","all",11677406,0.163575013712517,2020,1038.98178951906,1272.66669921875,5247.66393931426,11834.3333129883,0.643,0.185,0.0486,0.877,0.828,0.828,0.169,0.168,0.0511,NA,NA,0.996,0.997,NA,NA,NA,NA,NA,0.642,0.171,0.148,0.148,NA,NA,NA,NA,0.961,0.961,NA,NA,0.0393,0.0393,NA,0.0124,"BOL_2020"
"BOL","urban","4","all",11677406,0.170391788621439,2020,1613.98798526543,2082,7793.59987477967,19816.6667480469,0.699,0.166,0.0349,0.899,0.864,0.864,0.128,0.127,0.0411,NA,NA,0.992,0.993,NA,NA,NA,NA,NA,0.719,0.144,0.106,0.106,NA,NA,NA,NA,0.969,0.969,NA,NA,0.0306,0.0306,NA,0.00538,"BOL_2020"
"BOL","urban","5","all",11677406,0.186306673888256,2020,3553.76808001954,55500,13134.3107559013,211300,0.777,0.105,0.0225,0.904,0.882,0.882,0.114,0.114,0.0565,NA,NA,0.996,0.996,NA,NA,NA,NA,NA,0.799,0.125,0.0631,0.0631,NA,NA,NA,NA,0.987,0.987,NA,NA,0.0128,0.0128,NA,0.00277,"BOL_2020"
"BOL","urban","total","all",11677406,0.694593767101639,2020,1531.54685836215,55500,6750.87669497466,211300,0.67,0.171,0.0433,0.884,0.84,0.84,0.154,0.154,0.0493,NA,NA,0.994,0.995,NA,NA,NA,NA,NA,0.689,0.153,0.126,0.126,NA,NA,NA,NA,0.968,0.968,NA,NA,0.0317,0.0317,NA,0.00971,"BOL_2020"
"BOL","urban","1","female",11677406,0.0169823507936441,2020,299.576135239879,480,1391.61722000579,3200,0.547,0.295,0.0395,0.881,0.842,0.842,0.156,0.155,0.0592,NA,NA,0.997,0.998,NA,NA,NA,NA,NA,0.601,0.172,0.199,0.199,NA,NA,NA,NA,0.972,0.972,NA,NA,0.0275,0.0275,NA,0.0129,"BOL_2020"
"BOL","urban","2","female",11677406,0.0315280900481575,2020,671.564904660385,837.5,3742.43680844847,11703.3334960938,0.515,0.305,0.0592,0.879,0.82,0.82,0.167,0.165,0.0507,NA,NA,0.984,0.987,NA,NA,NA,NA,NA,0.591,0.133,0.238,0.238,NA,NA,NA,NA,0.962,0.962,NA,NA,0.0378,0.0378,NA,0.0118,"BOL_2020"
"BOL","urban","3","female",11677406,0.0335606203855153,2020,1040.22878708267,1269.44441731771,4694.87443239494,10074.9999980927,0.677,0.193,0.0397,0.909,0.869,0.869,0.125,0.125,0.0294,NA,NA,0.995,0.995,NA,NA,NA,NA,NA,0.663,0.193,0.116,0.116,NA,NA,NA,NA,0.972,0.972,NA,NA,0.0279,0.0279,NA,0.00863,"BOL_2020"
"BOL","urban","4","female",11677406,0.0413386895067835,2020,1633.95698047816,2081.8,7287.72982084661,14130,0.684,0.176,0.0232,0.883,0.86,0.86,0.126,0.126,0.0473,NA,NA,0.986,0.986,NA,NA,NA,NA,NA,0.723,0.135,0.107,0.107,NA,NA,NA,NA,0.965,0.965,NA,NA,0.0351,0.0351,NA,0.00418,"BOL_2020"
"BOL","urban","5","female",11677406,0.047700332435207,2020,3626.64276991963,24925,12479.1046941431,120300,0.808,0.0962,0.028,0.933,0.905,0.905,0.0899,0.0899,0.0382,NA,NA,0.995,0.995,NA,NA,NA,NA,NA,0.824,0.118,0.0439,0.0439,NA,NA,NA,NA,0.986,0.986,NA,NA,0.0137,0.0137,NA,0.00148,"BOL_2020"
"BOL","urban","total","female",11677406,0.164635764447288,2020,1586.34341849259,24925,6440.23957220191,120300,0.672,0.193,0.0359,0.901,0.865,0.865,0.127,0.126,0.0431,NA,NA,0.991,0.992,NA,NA,NA,NA,NA,0.702,0.146,0.125,0.125,NA,NA,NA,NA,0.973,0.973,NA,NA,0.0274,0.0274,NA,0.00664,"BOL_2020"
"BOL","urban","1","male",11677406,0.0451216918631437,2020,321.41159282892,480,1863.35073172008,4300,0.534,0.219,0.0595,0.813,0.753,0.753,0.239,0.236,0.046,NA,NA,0.989,0.992,NA,NA,NA,NA,NA,0.592,0.185,0.168,0.168,NA,NA,NA,NA,0.945,0.945,NA,NA,0.055,0.055,NA,0.0252,"BOL_2020"
"BOL","urban","2","male",11677406,0.104852765839808,2020,664.079109273384,837.777791341146,3619.95547842571,9855.00016403198,0.6,0.189,0.0758,0.864,0.788,0.788,0.208,0.208,0.0458,NA,NA,0.997,0.997,NA,NA,NA,NA,NA,0.605,0.177,0.173,0.173,NA,NA,NA,NA,0.955,0.955,NA,NA,0.0451,0.0451,NA,0.0174,"BOL_2020"
"BOL","urban","3","male",11677406,0.130014393327002,2020,1038.65990198966,1272.66669921875,5390.35551614726,11834.3333129883,0.633,0.182,0.0514,0.867,0.815,0.815,0.182,0.181,0.0579,NA,NA,0.997,0.997,NA,NA,NA,NA,NA,0.635,0.164,0.158,0.158,NA,NA,NA,NA,0.957,0.957,NA,NA,0.0428,0.0428,NA,0.0135,"BOL_2020"
"BOL","urban","4","male",11677406,0.129053099114656,2020,1607.59145470146,2082,7955.64174152896,19816.6667480469,0.704,0.162,0.0393,0.905,0.866,0.866,0.129,0.128,0.0389,NA,NA,0.994,0.995,NA,NA,NA,NA,NA,0.718,0.147,0.106,0.106,NA,NA,NA,NA,0.971,0.971,NA,NA,0.0289,0.0289,NA,0.00582,"BOL_2020"
"BOL","urban","5","male",11677406,0.138606341453049,2020,3528.68880227578,55500,13359.7950059853,211300,0.765,0.108,0.0204,0.893,0.873,0.873,0.124,0.124,0.0636,NA,NA,0.996,0.996,NA,NA,NA,NA,NA,0.789,0.128,0.0706,0.0706,NA,NA,NA,NA,0.987,0.987,NA,NA,0.0125,0.0125,NA,0.00328,"BOL_2020"
"BOL","urban","total","male",11677406,0.529958002654351,2020,1514.52386121715,55500,6847.37864402957,211300,0.669,0.163,0.0459,0.877,0.832,0.832,0.164,0.164,0.0516,NA,NA,0.995,0.996,NA,NA,NA,NA,NA,0.685,0.155,0.127,0.127,NA,NA,NA,NA,0.967,0.967,NA,NA,0.0333,0.0333,NA,0.0108,"BOL_2020"
