"iso","scope","quintile","gender","population","population_perc","year_survey","pais_c","zone","sex","quintileipc","population_prc","ave_income_pc","max_income_pc","ave_hh_income","max_hh_income","access_water_piped_house__hh","access_water_piped_plot__hh","water_trucked__hh","water_on_premises__hh","water_distr__hh","consume_distr__hh","consume_other_max__hh","consume_other_min__hh","consume_bottled__hh","water_dist_daily__hh","water_dist_continuity_jmp__hh","improved_w_access_min__hh","improved_w_access_max__hh","access_water_piped_house_daily__hh","access_water_piped_plot_daily__hh","treat_water__hh","water_meter__hh","access_san_exclusive__hh","access_sewer__hh","access_septic__hh","access_latrine_min__hh","access_latrine_max__hh","access_sewer_exclusive__hh","access_septic_exclusive__hh","access_latrine_exclusive_min__hh","access_latrine_exclusive_max__hh","improved_san_min__hh","improved_san_max__hh","improved_san_min_exclusive__hh","improved_san_max_exclusive__hh","access_latrines_unimproved_min__hh","access_latrines_unimproved_max__hh","access_latrines_unimproved_exclusive_min__hh","no_sanitation_access__hh","name"
NA,NA,NA,NA,44494502,NA,2018,"ARG","urban","female","5",NA,20800,328000,56500,368000,0.954,0.00343,NA,0.957,0.957,0.957,0.0428,0.0423,NA,NA,NA,1,1,NA,NA,NA,NA,0.989,0.856,0.119,0,0.0254,0.845,0.118,0,0.0254,0.974,1,0.963,0.98840770496168,0.000223321853806462,0.0255828725936048,0.0115922950383199,0,"NA_2018"
NA,NA,NA,NA,44494502,NA,2018,"ARG","urban","female","total",0.331,6380,328000,26200,368000,0.858,0.0269,NA,0.885,0.885,0.885,0.113,0.111,NA,NA,NA,0.996,0.998,NA,NA,NA,NA,0.964,0.662,0.225,0,0.106,0.646,0.218,0,0.0975,0.887,0.993,0.864,0.961591852715129,0.00665042517543466,0.112557094381798,0.0384081472848714,0.00414604472283374,"NA_2018"
NA,NA,NA,NA,44494502,NA,2018,"ARG","urban","male","1",NA,865,2400,5800,51000,0.782,0.0377,NA,0.82,0.82,0.82,0.178,0.177,NA,NA,NA,0.997,0.998,NA,NA,NA,NA,0.96,0.576,0.271,0,0.133,0.564,0.267,0,0.127,0.847,0.98,0.83,0.957142639697989,0.0197555484788857,0.152597010150113,0.0428573603020113,0.0139968835460363,"NA_2018"
NA,NA,NA,NA,44494502,NA,2018,"ARG","urban","male","2",NA,3660,4870,21700,66600,0.824,0.0352,NA,0.859,0.859,0.859,0.141,0.138,NA,NA,NA,0.997,1,NA,NA,NA,NA,0.96,0.565,0.284,0,0.141,0.548,0.277,0,0.132,0.85,0.991,0.825,0.956767346457795,0.00898133213529046,0.150242063579742,0.0432326535422052,0.00571709494244239,"NA_2018"
NA,NA,NA,NA,44494502,NA,2018,"ARG","urban","male","3",NA,6230,7920,31300,84900,0.841,0.019,NA,0.86,0.86,0.86,0.137,0.135,NA,NA,NA,0.995,0.997,NA,NA,NA,NA,0.973,0.584,0.276,0,0.133,0.569,0.27,0,0.133,0.86,0.993,0.839,0.971770262035344,0.00686516803213939,0.140005247477825,0.0282297379646557,0.00659376622204166,"NA_2018"
NA,NA,NA,NA,44494502,NA,2018,"ARG","urban","male","4",NA,10100,13000,42400,100000,0.906,0.00884,NA,0.915,0.915,0.915,0.0854,0.0849,NA,NA,NA,0.999,1,NA,NA,NA,NA,0.99,0.713,0.213,0,0.0725,0.708,0.21,0,0.0711,0.926,0.998,0.918,0.989446747897907,0.00169050787008154,0.0741631654787472,0.010553252102093,0.00117264491053338,"NA_2018"
NA,NA,NA,NA,44494502,NA,2018,"ARG","urban","male","5",NA,23100,1540000,76200,3080000,0.924,0.00345,NA,0.927,0.927,0.927,0.073,0.0715,NA,NA,NA,0.998,1,NA,NA,NA,NA,0.993,0.802,0.163,0,0.0334,0.799,0.162,0,0.0315,0.965,0.999,0.961,0.992682090325222,0.00130564620243752,0.0347511036049024,0.00731790967477766,0.000597639407117427,"NA_2018"
NA,NA,NA,NA,44494502,NA,2018,"ARG","urban","male","total",0.588,7750,1540000,32400,3080000,0.857,0.0203,NA,0.877,0.877,0.877,0.121,0.12,NA,NA,NA,0.997,0.999,NA,NA,NA,NA,0.976,0.651,0.24,0,0.101,0.641,0.236,0,0.0976,0.891,0.992,0.877,0.974179585245379,0.00750834020568197,0.108716858278283,0.0258204147546212,0.00547761146853709,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","country","all","1",0.2,248,469,1410,4540,0.148,0.185,0.0148,0.348,0.333,0.333,0.429,0.426,0.00546,0.278,NA,0.759,0.762,0.116,0.16,NA,NA,0.561,0.17,0.0919,0.235,0.235,0.13,0.0782,0.208,0.208,0.496,0.496,0.416,0.416232776603901,0.503997130229622,0.503997130229622,0.583767223396099,0.348695647625194,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","country","all","2",0.2,652,832,3560,8700,0.289,0.329,0.0337,0.652,0.618,0.618,0.282,0.278,0.017,0.548,NA,0.896,0.9,0.244,0.299,NA,NA,0.663,0.38,0.115,0.213,0.213,0.267,0.0885,0.177,0.177,0.709,0.709,0.533,0.53320592298798,0.291171173331919,0.291171173331919,0.46679407701202,0.150292414305009,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","country","all","3",0.2,1030,1250,5300,14000,0.357,0.369,0.0435,0.769,0.726,0.726,0.222,0.218,0.0145,0.647,NA,0.944,0.948,0.308,0.332,NA,NA,0.704,0.477,0.173,0.18,0.18,0.345,0.124,0.149,0.149,0.83,0.83,0.617,0.617384756571171,0.170131322543286,0.170131322543286,0.382615243428829,0.0666642381894953,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","country","all","4",0.2,1580,2000,7260,21400,0.471,0.326,0.0278,0.825,0.797,0.797,0.167,0.166,0.0248,0.703,NA,0.963,0.964,0.41,0.287,NA,NA,0.764,0.599,0.157,0.128,0.128,0.476,0.112,0.109,0.109,0.884,0.884,0.697,0.697000892491367,0.115563600708008,0.115563600708008,0.302999107508633,0.0379176930541567,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","country","all","5",0.2,3130,40800,11800,66500,0.568,0.286,0.0178,0.872,0.854,0.854,0.114,0.113,0.0209,0.747,NA,0.967,0.968,0.486,0.258,NA,NA,0.8,0.692,0.151,0.0864,0.0864,0.576,0.118,0.0666,0.0666,0.929,0.929,0.761,0.760882508759485,0.0707727568085636,0.0707727568085636,0.239117491240515,0.0232165551256613,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","country","all","total",1,1180,40800,5370,66500,0.367,0.299,0.0275,0.693,0.666,0.666,0.243,0.24,0.0166,0.585,NA,0.906,0.908,0.313,0.267,NA,NA,0.699,0.463,0.138,0.169,0.169,0.359,0.104,0.142,0.142,0.77,0.77,0.605,0.604937921002078,0.230331204585435,0.230331204585435,0.395062078997922,0.125360155955976,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","country","female","1",0.0302,271,467,1290,4000,0.185,0.274,0.0273,0.486,0.459,0.459,0.384,0.382,0.00449,0.335,NA,0.84,0.843,0.136,0.195,NA,NA,0.547,0.254,0.0761,0.219,0.219,0.176,0.0567,0.171,0.171,0.549,0.549,0.404,0.40355060316214,0.451369072848446,0.451369072848446,0.59644939683786,0.288595030136481,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","country","female","2",0.0368,651,832,3240,7860,0.316,0.323,0.0303,0.669,0.639,0.639,0.28,0.274,0.0263,0.549,NA,0.913,0.919,0.254,0.294,NA,NA,0.625,0.418,0.124,0.17,0.17,0.288,0.0923,0.115,0.115,0.711,0.711,0.495,0.495035275004944,0.288586125344012,0.288586125344012,0.504964724995056,0.145678850463077,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","country","female","3",0.0416,1040,1250,5010,11500,0.352,0.398,0.0284,0.779,0.75,0.75,0.217,0.212,0.0222,0.669,NA,0.963,0.967,0.305,0.359,NA,NA,0.693,0.5,0.154,0.184,0.184,0.337,0.103,0.15,0.15,0.838,0.838,0.59,0.589630234008302,0.162400984495855,0.162400984495855,0.410369765991698,0.0434613144960486,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","country","female","4",0.0485,1570,2000,6820,21400,0.496,0.358,0.0189,0.872,0.854,0.854,0.119,0.118,0.0263,0.75,NA,0.972,0.972,0.428,0.318,NA,NA,0.775,0.631,0.16,0.12,0.12,0.503,0.119,0.101,0.101,0.912,0.912,0.723,0.722689290423414,0.0884324013426241,0.0884324013426241,0.277310709576586,0.0297225690249714,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","country","female","5",0.0484,3160,22100,10300,33400,0.608,0.283,0.018,0.909,0.891,0.891,0.0913,0.0913,0.0157,0.788,NA,0.982,0.982,0.523,0.264,NA,NA,0.784,0.743,0.133,0.0565,0.0565,0.602,0.102,0.0422,0.0422,0.932,0.932,0.746,0.745914633621212,0.0677584250986512,0.0677584250986512,0.254085366378788,0.0195601808055241,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","country","female","total",0.201,1330,22100,5370,33400,0.41,0.328,0.024,0.762,0.738,0.738,0.205,0.202,0.0194,0.638,NA,0.94,0.943,0.346,0.289,NA,NA,0.696,0.53,0.132,0.143,0.143,0.4,0.0967,0.111,0.111,0.806,0.806,0.608,0.607993458062779,0.194088635679614,0.194088635679614,0.392006541937221,0.0934793946121523,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","country","male","1",0.17,244,469,1430,4540,0.139,0.164,0.0118,0.315,0.303,0.303,0.44,0.436,0.00569,0.265,NA,0.739,0.743,0.111,0.151,NA,NA,0.564,0.149,0.0957,0.238,0.238,0.119,0.0834,0.217,0.217,0.483,0.483,0.419,0.419276916582294,0.516629600065722,0.516629600065722,0.580723083417706,0.363121778387693,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","country","male","2",0.163,652,832,3630,8700,0.282,0.331,0.0346,0.647,0.612,0.612,0.283,0.28,0.0146,0.548,NA,0.892,0.895,0.242,0.3,NA,NA,0.674,0.37,0.113,0.225,0.225,0.262,0.0875,0.194,0.194,0.708,0.708,0.543,0.543387534169588,0.291860707172433,0.291860707172433,0.456612465830412,0.151523033005036,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","country","male","3",0.158,1030,1250,5370,14000,0.358,0.36,0.0482,0.766,0.718,0.718,0.224,0.22,0.0122,0.641,NA,0.938,0.942,0.309,0.324,NA,NA,0.708,0.469,0.179,0.18,0.18,0.347,0.13,0.149,0.149,0.827,0.827,0.626,0.626017508548787,0.172535762789572,0.172535762789572,0.373982491451213,0.0738812632688266,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","country","male","4",0.151,1590,2000,7400,17000,0.462,0.314,0.031,0.808,0.777,0.777,0.184,0.183,0.0242,0.686,NA,0.96,0.961,0.403,0.277,NA,NA,0.76,0.587,0.156,0.131,0.131,0.467,0.11,0.111,0.111,0.875,0.875,0.688,0.687816734673435,0.125263591241501,0.125263591241501,0.312183265326565,0.0408476271287011,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","country","male","5",0.152,3110,40800,12300,66500,0.554,0.287,0.0178,0.858,0.84,0.84,0.122,0.121,0.0229,0.732,NA,0.961,0.962,0.473,0.256,NA,NA,0.806,0.673,0.157,0.0976,0.0976,0.567,0.124,0.0758,0.0758,0.928,0.928,0.766,0.766474375760592,0.0718988847234036,0.0718988847234036,0.233525624239408,0.0245825445340168,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","country","male","total",0.799,1150,40800,5360,66500,0.353,0.29,0.0286,0.672,0.643,0.643,0.255,0.252,0.0157,0.568,NA,0.895,0.898,0.303,0.261,NA,NA,0.699,0.443,0.139,0.176,0.176,0.346,0.106,0.151,0.151,0.759,0.759,0.604,0.603997484540528,0.241485981170424,0.241485981170424,0.396002515459472,0.135172450748704,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","rural","all","1",0.142,219,469,1220,4000,0.0492,0.0978,0.00279,0.15,0.147,0.147,0.529,0.525,0.00091,0.108,NA,0.672,0.676,0.0298,0.0778,NA,NA,0.501,0.0281,0.0679,0.259,0.259,0.0275,0.0679,0.233,0.233,0.355,0.355,0.329,0.328809048860023,0.644593504437441,0.644593504437441,0.671190951139977,0.463419758235483,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","rural","all","2",0.0641,626,831,3290,7330,0.0681,0.165,0.00481,0.238,0.233,0.233,0.511,0.509,0.00581,0.21,NA,0.742,0.744,0.0587,0.152,NA,NA,0.604,0.0563,0.0567,0.256,0.256,0.048,0.0567,0.228,0.228,0.369,0.369,0.333,0.33297396645773,0.630631513453842,0.630631513453842,0.66702603354227,0.352328817357894,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","rural","all","3",0.0385,1030,1250,5140,11400,0.076,0.22,0.00402,0.3,0.296,0.296,0.519,0.517,0.00512,0.243,NA,0.813,0.815,0.0637,0.172,NA,NA,0.737,0.06,0.16,0.333,0.333,0.0445,0.152,0.313,0.313,0.553,0.553,0.51,0.509567714686319,0.447067999908,0.447067999908,0.490432285313681,0.205868338124188,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","rural","all","4",0.0234,1550,2000,6670,13400,0.0886,0.247,0.00484,0.341,0.336,0.336,0.507,0.501,0.018,0.289,NA,0.837,0.843,0.0803,0.207,NA,NA,0.735,0.0958,0.095,0.295,0.295,0.0857,0.09,0.27,0.27,0.486,0.486,0.446,0.445605038257315,0.514383061142566,0.514383061142566,0.554394961742685,0.199731314573887,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","rural","all","5",0.0174,2910,14300,10000,23300,0.074,0.298,0.0115,0.383,0.372,0.372,0.379,0.376,0.0325,0.318,NA,0.748,0.751,0.0493,0.268,NA,NA,0.713,0.116,0.156,0.284,0.284,0.0832,0.15,0.217,0.217,0.556,0.556,0.45,0.450183234560292,0.443968534548733,0.443968534548733,0.549816765439708,0.14349639834602,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","rural","all","total",0.311,625,14300,2960,23300,0.0624,0.157,0.00419,0.223,0.219,0.219,0.511,0.508,0.00623,0.18,NA,0.728,0.731,0.0469,0.132,NA,NA,0.593,0.0509,0.0865,0.274,0.274,0.0434,0.0844,0.246,0.246,0.411,0.411,0.373,0.373414543829741,0.588939594561082,0.588939594561082,0.626585456170259,0.357305021647492,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","rural","female","1",0.0161,250,467,1140,4000,0.0378,0.154,0.00975,0.202,0.192,0.192,0.546,0.541,0,0.0876,NA,0.733,0.738,0.0183,0.0694,NA,NA,0.472,0.038,0.0147,0.267,0.267,0.0363,0.0147,0.221,0.221,0.319,0.319,0.272,0.27223496508111,0.680568738837436,0.680568738837436,0.72776503491889,0.46769195043399,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","rural","female","2",0.00973,625,804,3320,6560,0.0391,0.115,0.00118,0.155,0.154,0.154,0.584,0.582,0,0.14,NA,0.736,0.738,0.0336,0.107,NA,NA,0.548,0.0313,0.0813,0.203,0.203,0.0229,0.0813,0.139,0.139,0.316,0.316,0.243,0.243227563347835,0.684397340250309,0.684397340250309,0.756772436652165,0.380000312032388,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","rural","female","3",0.00859,1040,1250,5160,11400,0.0435,0.265,0,0.309,0.309,0.309,0.566,0.561,0,0.269,NA,0.869,0.875,0.0388,0.226,NA,NA,0.832,0.0775,0.149,0.383,0.383,0.0736,0.129,0.368,0.368,0.61,0.61,0.57,0.570201467254957,0.389889309759616,0.389889309759616,0.429798532745043,0.113169323060228,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","rural","female","4",0.00515,1510,2000,6150,11400,0.154,0.371,0,0.524,0.524,0.524,0.325,0.325,0.0313,0.385,NA,0.849,0.849,0.137,0.248,NA,NA,0.787,0.15,0.121,0.282,0.282,0.15,0.121,0.248,0.248,0.553,0.553,0.52,0.519780398646834,0.446549831233156,0.446549831233156,0.480219601353166,0.152588322502751,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","rural","female","5",0.00318,2730,14300,8960,18700,0.033,0.347,0.0307,0.41,0.38,0.38,0.433,0.433,0.0138,0.364,NA,0.813,0.813,0.0232,0.34,NA,NA,0.67,0.138,0.1,0.138,0.138,0.0489,0.1,0.113,0.113,0.376,0.376,0.262,0.261706124854299,0.623658035851737,0.623658035851737,0.738293875145701,0.180408605201385,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","rural","female","total",0.0456,757,14300,3390,18700,0.0519,0.205,0.00648,0.263,0.257,0.257,0.525,0.521,0.00453,0.186,NA,0.778,0.782,0.0392,0.146,NA,NA,0.605,0.0638,0.0724,0.267,0.267,0.0542,0.0686,0.226,0.226,0.404,0.404,0.349,0.348966456631698,0.596449059520908,0.596449059520908,0.651033543368302,0.326154800090455,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","rural","male","1",0.126,215,469,1230,3960,0.0513,0.0874,0.00152,0.14,0.139,0.139,0.526,0.523,0.00108,0.111,NA,0.661,0.664,0.0319,0.0793,NA,NA,0.507,0.0263,0.0776,0.258,0.258,0.0259,0.0776,0.236,0.236,0.362,0.362,0.339,0.339155023809555,0.638014540200734,0.638014540200734,0.660844976190444,0.462638481889267,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","rural","male","2",0.0544,626,831,3290,7330,0.0739,0.175,0.00554,0.255,0.249,0.249,0.496,0.494,0.00697,0.225,NA,0.743,0.745,0.0637,0.161,NA,NA,0.616,0.0614,0.0518,0.267,0.267,0.053,0.0518,0.246,0.246,0.38,0.38,0.351,0.350929865463567,0.619874383112467,0.619874383112467,0.649070134536433,0.346792477777718,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","rural","male","3",0.03,1030,1250,5140,10900,0.0862,0.205,0.00528,0.297,0.291,0.291,0.505,0.504,0.00672,0.235,NA,0.795,0.796,0.0715,0.155,NA,NA,0.707,0.0545,0.164,0.317,0.317,0.0354,0.159,0.296,0.296,0.535,0.535,0.491,0.490579100178605,0.464974595810252,0.464974595810252,0.509420899821395,0.234898800329242,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","rural","male","4",0.0183,1570,2000,6820,13400,0.0694,0.211,0.00627,0.287,0.28,0.28,0.561,0.553,0.014,0.261,NA,0.834,0.841,0.0635,0.194,NA,NA,0.72,0.0798,0.0872,0.299,0.299,0.0666,0.0808,0.276,0.276,0.466,0.466,0.424,0.423693216708727,0.534421381428899,0.534421381428899,0.576306783291273,0.213657621424365,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","rural","male","5",0.0142,2950,14100,10300,23300,0.0839,0.286,0.00695,0.377,0.37,0.37,0.366,0.363,0.0369,0.307,NA,0.733,0.736,0.0556,0.251,NA,NA,0.724,0.111,0.169,0.319,0.319,0.0914,0.161,0.243,0.243,0.599,0.599,0.495,0.495309429156344,0.400946316013465,0.400946316013465,0.504690570843656,0.134658680958889,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","rural","male","total",0.265,602,14100,2880,23300,0.0647,0.146,0.00369,0.215,0.211,0.211,0.509,0.506,0.00659,0.179,NA,0.717,0.72,0.0486,0.129,NA,NA,0.59,0.048,0.0895,0.275,0.275,0.0411,0.0879,0.25,0.25,0.413,0.413,0.379,0.3787146257642,0.587311623454443,0.587311623454443,0.6212853742358,0.3640580541114,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","urban","all","1",0.0576,321,468,1890,4540,0.406,0.415,0.0461,0.867,0.821,0.821,0.168,0.164,0.0174,0.725,NA,0.984,0.989,0.343,0.374,NA,NA,0.717,0.54,0.155,0.169,0.169,0.398,0.105,0.142,0.142,0.865,0.865,0.645,0.645420160897537,0.135413954043613,0.135413954043613,0.354579839102463,0.0479384103770113,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","urban","all","2",0.136,664,832,3690,8700,0.408,0.417,0.0493,0.875,0.826,0.826,0.159,0.154,0.0231,0.73,NA,0.98,0.984,0.345,0.379,NA,NA,0.695,0.555,0.147,0.19,0.19,0.386,0.106,0.15,0.15,0.892,0.892,0.641,0.641306178099831,0.107904975451105,0.107904975451105,0.358693821900169,0.0412179833782055,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","urban","all","3",0.161,1030,1250,5330,14000,0.433,0.409,0.0541,0.896,0.842,0.842,0.142,0.137,0.0171,0.757,NA,0.979,0.984,0.374,0.376,NA,NA,0.695,0.589,0.176,0.139,0.139,0.426,0.116,0.105,0.105,0.905,0.905,0.647,0.646552373225882,0.0952119711885134,0.0952119711885134,0.353447626774118,0.0290055178918676,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","urban","all","4",0.177,1590,2000,7340,21400,0.531,0.338,0.0314,0.9,0.868,0.868,0.114,0.114,0.0258,0.767,NA,0.982,0.983,0.461,0.3,NA,NA,0.769,0.677,0.167,0.102,0.102,0.537,0.115,0.0836,0.0836,0.946,0.946,0.736,0.736064678888325,0.053592021022126,0.053592021022126,0.263935321111675,0.0127738705101298,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","urban","all","5",0.183,3150,40800,12000,66500,0.624,0.284,0.0186,0.927,0.908,0.908,0.0839,0.083,0.0196,0.795,NA,0.991,0.992,0.535,0.257,NA,NA,0.81,0.757,0.15,0.0642,0.0642,0.632,0.114,0.0497,0.0497,0.971,0.971,0.796,0.795865150839075,0.0287534300755105,0.0287534300755105,0.204134849160925,0.00967385627123998,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","urban","all","total",0.689,1440,40800,6450,66500,0.5,0.361,0.0377,0.899,0.861,0.861,0.125,0.123,0.0211,0.762,NA,0.984,0.986,0.429,0.327,NA,NA,0.745,0.644,0.16,0.122,0.122,0.497,0.113,0.0966,0.0966,0.927,0.927,0.706,0.706361142410849,0.0732359748088337,0.0732359748088337,0.293638857589151,0.023752293480181,"NA_2018"
NA,NA,NA,NA,11347241,NA,2018,"BOL","urban","female","1",0.0141,294,467,1470,3000,0.387,0.437,0.0513,0.875,0.824,0.824,0.163,0.163,0.0107,0.673,NA,0.987,0.987,0.297,0.366,NA,NA,0.651,0.549,0.16,0.153,0.153,0.368,0.114,0.101,0.101,0.863,0.863,0.584,0.583521525919364,0.137245972306277,0.137245972306277,0.416478474080636,0.04313882644328,"NA_2018"
