"iso","scope","quintile","gender","population","population_perc","year_survey","ave_income_pc","max_income_pc","ave_hh_income","max_hh_income","access_water_piped_house","access_water_piped_plot","water_trucked","water_on_premises","water_distr","consume_distr","access_water_other_max","access_water_other_min","consume_bottled","access_water_daily","water_dist_continuity_jmp","improved_w_access_min","improved_w_access_max","access_water_piped_house_daily","access_water_piped_plot_daily","treat_water","water_meter","access_san_exclusive","access_sewer","access_septic","access_latrine_min","access_latrine_max","access_sewer_exclusive","access_septic_exclusive","access_latrine_exclusive_min","access_latrine_exclusive_max","improved_san_min__hh","improved_san_max","improved_san_min_exclusive","improved_san_max_exclusive","access_latrines_unimproved_min","access_latrines_unimproved_max","access_latrines_unimproved_exclusive_min","no_sanitation_access","name"
"DOM","country","1","all",10847904,0.2,2020,2192.33358649429,3583.33333333333,10469.7534818323,30211.0234375,0.569,0.265,0.0119,0.846,0.834,0.834,0.128,0.0767,NA,NA,NA,0.911,0.962,NA,NA,NA,NA,0.935,0.137,0.646,0,0.204,0.136,0.638,0,0.161,0.784,0.988,0.774,0.935,0.0122,0.216,0.0645,0.0122,"DOM_2020"
"DOM","country","2","all",10847904,0.2,2020,4576.796331114,5562.5,21905.5784055347,46311.333984375,0.633,0.213,0.0105,0.857,0.846,0.846,0.123,0.0889,NA,NA,NA,0.935,0.97,NA,NA,NA,NA,0.932,0.181,0.696,0,0.112,0.177,0.678,0,0.0772,0.877,0.989,0.854,0.932,0.0114,0.123,0.0683,0.0114,"DOM_2020"
"DOM","country","3","all",10847904,0.2,2020,6833.40548732436,8160,31703.2818551704,77555.3330078125,0.685,0.192,0.0122,0.889,0.877,0.877,0.114,0.0849,NA,NA,NA,0.961,0.991,NA,NA,NA,NA,0.934,0.223,0.665,0,0.0992,0.219,0.651,0,0.0637,0.888,0.988,0.871,0.934,0.0125,0.112,0.0656,0.0125,"DOM_2020"
"DOM","country","4","all",10847904,0.2,2020,10131.8610307819,13000,40455.9436624466,87751.3330078125,0.744,0.142,0.0151,0.901,0.886,0.886,0.0993,0.0572,NA,NA,NA,0.943,0.985,NA,NA,NA,NA,0.955,0.237,0.679,0,0.0793,0.236,0.67,0,0.0493,0.916,0.995,0.906,0.955,0.0051,0.0844,0.045,0.0051,"DOM_2020"
"DOM","country","5","all",10847904,0.2,2020,23049.6620613959,215000,84589.9851468303,400000,0.818,0.109,0.0102,0.938,0.927,0.927,0.0663,0.0332,NA,NA,NA,0.961,0.994,NA,NA,NA,NA,0.968,0.348,0.615,0,0.0294,0.346,0.608,0,0.0135,0.963,0.993,0.954,0.968,0.00718,0.0365,0.0322,0.00718,"DOM_2020"
"DOM","country","total","all",10847904,1,2020,8537.60347646978,215000,34999.2440473064,400000,0.69,0.184,0.012,0.886,0.874,0.874,0.106,0.0682,NA,NA,NA,0.942,0.98,NA,NA,NA,NA,0.945,0.225,0.66,0,0.105,0.223,0.649,0,0.073,0.886,0.99,0.872,0.945,0.00966,0.114,0.0551,0.00966,"DOM_2020"
"DOM","country","1","female",10847904,0.0777403224319053,2020,2250.30702189437,3576,10204.3375461711,30211.0234375,0.607,0.242,0.0101,0.859,0.849,0.849,0.116,0.0893,NA,NA,NA,0.938,0.965,NA,NA,NA,NA,0.936,0.146,0.672,0,0.175,0.146,0.669,0,0.122,0.817,0.992,0.814,0.936,0.00786,0.183,0.0636,0.00786,"DOM_2020"
"DOM","country","2","female",10847904,0.0682224969825775,2020,4533.27368531609,5562.5,21018.4282432257,41659.6655273438,0.619,0.24,0.0114,0.871,0.859,0.859,0.0988,0.0739,NA,NA,NA,0.933,0.958,NA,NA,NA,NA,0.939,0.191,0.687,0,0.114,0.187,0.677,0,0.0756,0.877,0.992,0.864,0.939,0.00808,0.123,0.0608,0.00808,"DOM_2020"
"DOM","country","3","female",10847904,0.0685354280208477,2020,6862.08658341557,8160,30998.8302938625,66934,0.692,0.172,0.0154,0.879,0.863,0.863,0.128,0.104,NA,NA,NA,0.967,0.991,NA,NA,NA,NA,0.949,0.259,0.643,0,0.0916,0.253,0.633,0,0.0623,0.902,0.993,0.887,0.949,0.00683,0.0984,0.051,0.00683,"DOM_2020"
"DOM","country","4","female",10847904,0.0659252560481638,2020,10035.4579194196,13000,36266.7078058063,73083.333984375,0.783,0.105,0.00679,0.895,0.888,0.888,0.0957,0.0485,NA,NA,NA,0.937,0.984,NA,NA,NA,NA,0.98,0.229,0.721,0,0.0481,0.229,0.709,0,0.0422,0.95,0.998,0.938,0.98,0.00237,0.0504,0.0202,0.00237,"DOM_2020"
"DOM","country","5","female",10847904,0.0567705871627736,2020,21388.7339914306,113000,79260.063310706,292733.34375,0.832,0.0881,0.008,0.928,0.92,0.92,0.0783,0.0443,NA,NA,NA,0.964,0.998,NA,NA,NA,NA,0.993,0.342,0.642,0,0.0123,0.342,0.642,0,0.00949,0.984,0.996,0.984,0.993,0.00379,0.016,0.00656,0.00379,"DOM_2020"
"DOM","country","total","female",10847904,0.34058115478011,2020,7700.78251736793,113000,30971.1853718912,292733.34375,0.699,0.174,0.0104,0.884,0.874,0.874,0.105,0.0735,NA,NA,NA,0.947,0.978,NA,NA,NA,NA,0.958,0.227,0.674,0,0.0933,0.225,0.667,0,0.0658,0.901,0.994,0.892,0.958,0.00592,0.0992,0.0422,0.00592,"DOM_2020"
