"iso","scope","quintile","gender","population","population_perc","year_survey","pais_c","zone","sex","quintileipc","population_prc","ave_income_pc","max_income_pc","ave_hh_income","max_hh_income","access_water_piped_house__hh","access_water_piped_plot__hh","water_trucked__hh","water_on_premises__hh","water_distr__hh","consume_distr__hh","consume_other_max__hh","consume_other_min__hh","consume_bottled__hh","water_dist_daily__hh","water_dist_continuity_jmp__hh","improved_w_access_min__hh","improved_w_access_max__hh","access_water_piped_house_daily__hh","access_water_piped_plot_daily__hh","treat_water__hh","water_meter__hh","access_san_exclusive__hh","access_sewer__hh","access_septic__hh","access_latrine_min__hh","access_latrine_max__hh","access_sewer_exclusive__hh","access_septic_exclusive__hh","access_latrine_exclusive_min__hh","access_latrine_exclusive_max__hh","improved_san_min__hh","improved_san_max__hh","improved_san_min_exclusive__hh","improved_san_max_exclusive__hh","access_latrines_unimproved_min__hh","access_latrines_unimproved_max__hh","access_latrines_unimproved_exclusive_min__hh","no_sanitation_access__hh","name"
NA,NA,NA,NA,6142734,NA,2014,"NIC","rural","all","1",0.145,334,690,2380,7270,0.0916,0.153,0.000256,0.245,0.245,0.245,0.652,0.0359,NA,NA,NA,0.281,0.897,NA,NA,NA,NA,NA,0.00515,0.0249,0.274,0.274,NA,NA,NA,NA,0.304,0.304,NA,NA,0.69609960816196,0.69609960816196,NA,0.149934300724478,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","rural","all","2",0.109,945,1210,7140,15900,0.196,0.166,0.00124,0.363,0.361,0.361,0.579,0.0496,NA,NA,NA,0.411,0.94,NA,NA,NA,NA,NA,0,0.012,0.369,0.369,NA,NA,NA,NA,0.381,0.381,NA,NA,0.618591791091067,0.618591791091067,NA,0.166947503261423,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","rural","all","3",0.0818,1530,1930,10600,34400,0.0773,0.168,0.00283,0.249,0.246,0.246,0.708,0.0791,NA,NA,NA,0.325,0.954,NA,NA,NA,NA,NA,0.00344,0.0469,0.36,0.36,NA,NA,NA,NA,0.41,0.41,NA,NA,0.5899446520163,0.5899446520163,NA,0.137403430472784,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","rural","all","4",0.0675,2420,2910,16500,35300,0.119,0.304,0.00262,0.425,0.423,0.423,0.48,0.0372,NA,NA,NA,0.46,0.903,NA,NA,NA,NA,NA,0.000987,0.0682,0.284,0.284,NA,NA,NA,NA,0.353,0.353,NA,NA,0.646595126397487,0.646595126397487,NA,0.18887950754433,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","rural","all","5",0.0308,5970,240000,27000,1200000,0.178,0.233,0.00255,0.413,0.411,0.411,0.568,0.056,NA,NA,NA,0.467,0.978,NA,NA,NA,NA,NA,0.00817,0.169,0.213,0.213,NA,NA,NA,NA,0.391,0.391,NA,NA,0.608874932201448,0.608874932201448,NA,0.060829623205808,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","rural","all","total",0.434,1440,240000,9050,1200000,0.125,0.188,0.00152,0.315,0.314,0.314,0.612,0.0491,NA,NA,NA,0.363,0.925,NA,NA,NA,NA,NA,0.00311,0.0428,0.311,0.311,NA,NA,NA,NA,0.357,0.357,NA,NA,0.642756744877179,0.642756744877179,NA,0.151540779338467,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","rural","female","1",0.0265,273,689,1780,5600,0.124,0.271,0.0014,0.396,0.395,0.395,0.581,0.0177,NA,NA,NA,0.413,0.976,NA,NA,NA,NA,NA,0.0281,0.0514,0.281,0.281,NA,NA,NA,NA,0.361,0.361,NA,NA,0.639150945730658,0.639150945730658,NA,0.156827746795211,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","rural","female","2",0.0153,957,1200,6250,13000,0.0397,0.199,0,0.239,0.239,0.239,0.752,0.161,NA,NA,NA,0.399,0.991,NA,NA,NA,NA,NA,0,0.0104,0.3,0.3,NA,NA,NA,NA,0.31,0.31,NA,NA,0.68985665841187,0.68985665841187,NA,0.0458459632771773,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","rural","female","3",0.0149,1550,1920,9010,15700,0.144,0.274,0,0.417,0.417,0.417,0.583,0.123,NA,NA,NA,0.54,1,NA,NA,NA,NA,NA,0.0189,0.0299,0.371,0.371,NA,NA,NA,NA,0.42,0.42,NA,NA,0.579983783211903,0.579983783211903,NA,0.207232654029726,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","rural","female","4",0.0138,2590,2900,19000,31400,0.0971,0.651,0.0128,0.761,0.748,0.748,0.252,0.0399,NA,NA,NA,0.788,1,NA,NA,NA,NA,NA,0.00485,0.0265,0.294,0.294,NA,NA,NA,NA,0.326,0.326,NA,NA,0.674210523862222,0.674210523862222,NA,0.304083210839866,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","rural","female","5",0.00839,4130,30200,21700,56100,0.318,0.344,0.00511,0.667,0.662,0.662,0.33,0.0327,NA,NA,NA,0.695,0.992,NA,NA,NA,NA,NA,0,0.253,0.124,0.124,NA,NA,NA,NA,0.377,0.377,NA,NA,0.623056513143224,0.623056513143224,NA,0.0709319601659018,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","rural","female","total",0.079,1460,30200,9140,56100,0.127,0.331,0.00324,0.462,0.458,0.458,0.531,0.0708,NA,NA,NA,0.529,0.989,NA,NA,NA,NA,NA,0.0139,0.0565,0.287,0.287,NA,NA,NA,NA,0.358,0.358,NA,NA,0.642188028419211,0.642188028419211,NA,0.161157564649712,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","rural","male","1",0.119,347,690,2510,7270,0.0843,0.127,0,0.211,0.211,0.211,0.668,0.04,NA,NA,NA,0.251,0.879,NA,NA,NA,NA,NA,0,0.019,0.272,0.272,NA,NA,NA,NA,0.291,0.291,NA,NA,0.708892144638605,0.708892144638605,NA,0.148385806755616,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","rural","male","2",0.0934,943,1210,7290,15900,0.221,0.16,0.00144,0.383,0.382,0.382,0.55,0.0314,NA,NA,NA,0.413,0.932,NA,NA,NA,NA,NA,0,0.0123,0.381,0.381,NA,NA,NA,NA,0.393,0.393,NA,NA,0.60684882531138,0.60684882531138,NA,0.186902514662775,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","rural","male","3",0.0669,1530,1930,11000,34400,0.0625,0.145,0.00347,0.211,0.207,0.207,0.736,0.0694,NA,NA,NA,0.277,0.944,NA,NA,NA,NA,NA,0,0.0507,0.357,0.357,NA,NA,NA,NA,0.408,0.408,NA,NA,0.592167254376615,0.592167254376615,NA,0.121822199543595,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","rural","male","4",0.0537,2380,2910,15800,35300,0.124,0.215,0,0.34,0.34,0.34,0.538,0.0365,NA,NA,NA,0.376,0.878,NA,NA,NA,NA,NA,0,0.0789,0.282,0.282,NA,NA,NA,NA,0.36,0.36,NA,NA,0.639535235965077,0.639535235965077,NA,0.159427622098434,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","rural","male","5",0.0224,6660,240000,29000,1200000,0.125,0.191,0.00159,0.318,0.316,0.316,0.657,0.0649,NA,NA,NA,0.381,0.973,NA,NA,NA,NA,NA,0.0112,0.138,0.247,0.247,NA,NA,NA,NA,0.396,0.396,NA,NA,0.603538554641685,0.603538554641685,NA,0.0570282216218569,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","rural","male","total",0.356,1430,240000,9030,1200000,0.125,0.156,0.00113,0.282,0.281,0.281,0.63,0.0443,NA,NA,NA,0.326,0.911,NA,NA,NA,NA,NA,0.00071,0.0398,0.317,0.317,NA,NA,NA,NA,0.357,0.357,NA,NA,0.642883500273034,0.642883500273034,NA,0.149397392397743,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","urban","all","1",0.0545,307,689,2100,7690,0.498,0.318,0,0.816,0.816,0.816,0.167,0.0493,NA,NA,NA,0.865,0.983,NA,NA,NA,NA,NA,0.295,0.161,0.213,0.213,NA,NA,NA,NA,0.669,0.669,NA,NA,0.33118616146009,0.33118616146009,NA,0.0381981586482731,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","urban","all","2",0.0913,965,1210,6750,16300,0.509,0.339,0,0.848,0.848,0.848,0.142,0.0482,NA,NA,NA,0.897,0.991,NA,NA,NA,NA,NA,0.29,0.122,0.218,0.218,NA,NA,NA,NA,0.63,0.63,NA,NA,0.3695398832113,0.3695398832113,NA,0.0357277284447473,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","urban","all","3",0.118,1570,1930,10600,31800,0.53,0.347,0,0.877,0.877,0.877,0.121,0.04,NA,NA,NA,0.917,0.998,NA,NA,NA,NA,NA,0.321,0.138,0.197,0.197,NA,NA,NA,NA,0.656,0.656,NA,NA,0.344073345931996,0.344073345931996,NA,0.034626946459904,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","urban","all","4",0.132,2350,2910,15900,51000,0.563,0.338,0,0.901,0.901,0.901,0.0988,0.0302,NA,NA,NA,0.931,0.999,NA,NA,NA,NA,NA,0.416,0.148,0.148,0.148,NA,NA,NA,NA,0.712,0.712,NA,NA,0.287766512184047,0.287766512184047,NA,0.0227466046208103,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","urban","all","5",0.169,6790,400000,36200,853000,0.681,0.243,0.00015,0.924,0.924,0.924,0.0753,0.0213,NA,NA,NA,0.946,1,NA,NA,NA,NA,NA,0.533,0.189,0.117,0.117,NA,NA,NA,NA,0.839,0.839,NA,NA,0.160517352636163,0.160517352636163,NA,0.011184504662372,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","urban","all","total",0.566,3100,400000,18100,853000,0.577,0.31,0.0000449,0.886,0.886,0.886,0.11,0.0343,NA,NA,NA,0.92,0.996,NA,NA,NA,NA,NA,0.399,0.155,0.167,0.167,NA,NA,NA,NA,0.721,0.721,NA,NA,0.278862361134401,0.278862361134401,NA,0.0253585795292362,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","urban","female","1",0.0277,296,689,2040,7310,0.553,0.35,0,0.903,0.903,0.903,0.0903,0.0158,NA,NA,NA,0.918,0.993,NA,NA,NA,NA,NA,0.341,0.174,0.129,0.129,NA,NA,NA,NA,0.645,0.645,NA,NA,0.355446562394079,0.355446562394079,NA,0.0411935899821002,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","urban","female","2",0.0486,968,1200,7290,16300,0.531,0.308,0,0.839,0.839,0.839,0.151,0.0414,NA,NA,NA,0.881,0.991,NA,NA,NA,NA,NA,0.344,0.0907,0.204,0.204,NA,NA,NA,NA,0.638,0.638,NA,NA,0.361820696544833,0.361820696544833,NA,0.031794867855379,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","urban","female","3",0.0563,1550,1930,10900,31800,0.539,0.357,0,0.897,0.897,0.897,0.102,0.0447,NA,NA,NA,0.941,0.999,NA,NA,NA,NA,NA,0.333,0.154,0.18,0.18,NA,NA,NA,NA,0.668,0.668,NA,NA,0.332334341923556,0.332334341923556,NA,0.0260959804424316,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","urban","female","4",0.0573,2360,2910,16600,51000,0.589,0.357,0,0.946,0.946,0.946,0.0538,0.011,NA,NA,NA,0.957,1,NA,NA,NA,NA,NA,0.448,0.16,0.0888,0.0888,NA,NA,NA,NA,0.697,0.697,NA,NA,0.302528693572921,0.302528693572921,NA,0.0134180223703064,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","urban","female","5",0.0657,5760,148000,31800,296000,0.687,0.246,0.000388,0.933,0.933,0.933,0.0667,0.014,NA,NA,NA,0.947,1,NA,NA,NA,NA,NA,0.571,0.13,0.119,0.119,NA,NA,NA,NA,0.819,0.819,NA,NA,0.180513045807153,0.180513045807153,NA,0.0106242152415542,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","urban","female","total",0.255,2570,148000,15900,296000,0.588,0.319,0.0000995,0.907,0.907,0.907,0.0902,0.0255,NA,NA,NA,0.932,0.997,NA,NA,NA,NA,NA,0.423,0.139,0.143,0.143,NA,NA,NA,NA,0.705,0.705,NA,NA,0.294874100871874,0.294874100871874,NA,0.0220125830914948,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","urban","male","1",0.0269,319,688,2170,7690,0.442,0.285,0,0.727,0.727,0.727,0.246,0.0836,NA,NA,NA,0.81,0.973,NA,NA,NA,NA,NA,0.248,0.147,0.299,0.299,NA,NA,NA,NA,0.694,0.694,NA,NA,0.306317926340123,0.306317926340123,NA,0.0351276780367608,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","urban","male","2",0.0427,962,1210,6150,13100,0.485,0.374,0,0.859,0.859,0.859,0.132,0.056,NA,NA,NA,0.915,0.991,NA,NA,NA,NA,NA,0.23,0.157,0.235,0.235,NA,NA,NA,NA,0.622,0.622,NA,NA,0.378311589766376,0.378311589766376,NA,0.0401968390521935,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","urban","male","3",0.0619,1590,1930,10300,26200,0.521,0.338,0,0.859,0.859,0.859,0.139,0.0357,NA,NA,NA,0.895,0.998,NA,NA,NA,NA,NA,0.309,0.124,0.212,0.212,NA,NA,NA,NA,0.645,0.645,NA,NA,0.354810251318016,0.354810251318016,NA,0.0424296676204986,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","urban","male","4",0.0752,2350,2910,15300,33400,0.543,0.323,0,0.866,0.866,0.866,0.133,0.0448,NA,NA,NA,0.911,0.999,NA,NA,NA,NA,NA,0.392,0.138,0.193,0.193,NA,NA,NA,NA,0.723,0.723,NA,NA,0.276531117027163,0.276531117027163,NA,0.0298465246852598,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","urban","male","5",0.104,7440,400000,39000,853000,0.678,0.241,0,0.919,0.919,0.919,0.0808,0.0259,NA,NA,NA,0.945,0.999,NA,NA,NA,NA,NA,0.509,0.227,0.116,0.116,NA,NA,NA,NA,0.852,0.852,NA,NA,0.147908734081471,0.147908734081471,NA,0.0115378045218421,"NA_2014"
NA,NA,NA,NA,6142734,NA,2014,"NIC","urban","male","total",0.31,3530,400000,19800,853000,0.567,0.302,0,0.869,0.869,0.869,0.126,0.0416,NA,NA,NA,0.911,0.995,NA,NA,NA,NA,NA,0.38,0.168,0.186,0.186,NA,NA,NA,NA,0.734,0.734,NA,NA,0.265690933728577,0.265690933728577,NA,0.0281110317862955,"NA_2014"
