"iso","scope","quintile","gender","population","year_survey","population_perc","ave_income_pc","max_income_pc","ave_hh_income","max_hh_income","access_water_piped_house","access_water_piped_plot","water_trucked","water_on_premises","water_distr","consume_distr","access_water_other_max","access_water_other_min","consume_bottled","access_water_daily","water_dist_continuity_jmp","improved_w_access_min","improved_w_access_max","access_water_piped_house_daily","access_water_piped_plot_daily","treat_water","water_meter","access_san_exclusive","access_sewer","access_septic","access_latrine_min","access_latrine_max","access_sewer_exclusive","access_septic_exclusive","access_latrine_exclusive_min","access_latrine_exclusive_max","improved_san_min__hh","improved_san_max","improved_san_min_exclusive","improved_san_max_exclusive","access_latrines_unimproved_min","access_latrines_unimproved_max","access_latrines_unimproved_exclusive_min","no_sanitation_access","name"
"NIC","urban","total","all",6142734,2014,0.565520579097666,3095.64876284399,4e+05,18057.7686583813,853033.1875,0.577,0.31,4.49e-05,0.886,0.886,0.886,0.11,0.0343,NA,NA,NA,0.92,0.996,NA,NA,NA,NA,NA,0.399,0.155,0.167,0.167,NA,NA,NA,NA,0.721,0.721,NA,NA,0.279,0.279,NA,0.0254,"NIC_2014"
"NIC","urban","1","female",6142734,2014,0.0276553114119545,295.509370044311,689.444444444444,2036.52743461116,7312.49983215332,0.553,0.35,0,0.903,0.903,0.903,0.0903,0.0158,NA,NA,NA,0.918,0.993,NA,NA,NA,NA,NA,0.341,0.174,0.129,0.129,NA,NA,NA,NA,0.645,0.645,NA,NA,0.355,0.355,NA,0.0412,"NIC_2014"
"NIC","urban","2","female",6142734,2014,0.0485899110847288,967.837402933741,1204,7285.15376057279,16340,0.531,0.308,0,0.839,0.839,0.839,0.151,0.0414,NA,NA,NA,0.881,0.991,NA,NA,NA,NA,NA,0.344,0.0907,0.204,0.204,NA,NA,NA,NA,0.638,0.638,NA,NA,0.362,0.362,NA,0.0318,"NIC_2014"
"NIC","urban","3","female",6142734,2014,0.0563458521456656,1548.85129283017,1927.08333301544,10920.3083526902,31800,0.539,0.357,0,0.897,0.897,0.897,0.102,0.0447,NA,NA,NA,0.941,0.999,NA,NA,NA,NA,NA,0.333,0.154,0.18,0.18,NA,NA,NA,NA,0.668,0.668,NA,NA,0.332,0.332,NA,0.0261,"NIC_2014"
"NIC","urban","4","female",6142734,2014,0.0573272915409686,2359.25114082554,2905.33326797485,16631.2527353582,51009.1671524048,0.589,0.357,0,0.946,0.946,0.946,0.0538,0.011,NA,NA,NA,0.957,1,NA,NA,NA,NA,NA,0.448,0.16,0.0888,0.0888,NA,NA,NA,NA,0.697,0.697,NA,NA,0.303,0.303,NA,0.0134,"NIC_2014"
"NIC","urban","5","female",6142734,2014,0.0656747237083683,5757.50469236045,147812.5,31823.6309418876,295625,0.687,0.246,0.000388,0.933,0.933,0.933,0.0667,0.014,NA,NA,NA,0.947,1,NA,NA,NA,NA,NA,0.571,0.13,0.119,0.119,NA,NA,NA,NA,0.819,0.819,NA,NA,0.181,0.181,NA,0.0106,"NIC_2014"
"NIC","urban","total","female",6142734,2014,0.255480503991132,2566.8601540417,147812.5,15922.8639438658,295625,0.588,0.319,9.95e-05,0.907,0.907,0.907,0.0902,0.0255,NA,NA,NA,0.932,0.997,NA,NA,NA,NA,NA,0.423,0.139,0.143,0.143,NA,NA,NA,NA,0.705,0.705,NA,NA,0.295,0.295,NA,0.022,"NIC_2014"
"NIC","urban","1","male",6142734,2014,0.0268790405302129,318.927324856468,688,2172.79384000351,7690,0.442,0.285,0,0.727,0.727,0.727,0.246,0.0836,NA,NA,NA,0.81,0.973,NA,NA,NA,NA,NA,0.248,0.147,0.299,0.299,NA,NA,NA,NA,0.694,0.694,NA,NA,0.306,0.306,NA,0.0351,"NIC_2014"
"NIC","urban","2","male",6142734,2014,0.0426981812886407,962.268413850417,1211.66666666667,6146.23493564028,13131.1665039062,0.485,0.374,0,0.859,0.859,0.859,0.132,0.056,NA,NA,NA,0.915,0.991,NA,NA,NA,NA,NA,0.23,0.157,0.235,0.235,NA,NA,NA,NA,0.622,0.622,NA,NA,0.378,0.378,NA,0.0402,"NIC_2014"
"NIC","urban","3","male",6142734,2014,0.061858847191369,1585.69192579463,1927.63891601562,10290.4056584511,26238.2998046875,0.521,0.338,0,0.859,0.859,0.859,0.139,0.0357,NA,NA,NA,0.895,0.998,NA,NA,NA,NA,NA,0.309,0.124,0.212,0.212,NA,NA,NA,NA,0.645,0.645,NA,NA,0.355,0.355,NA,0.0424,"NIC_2014"
"NIC","urban","4","male",6142734,2014,0.0751667215209099,2347.35561688344,2908.51391601562,15265.7637569547,33429.5,0.543,0.323,0,0.866,0.866,0.866,0.133,0.0448,NA,NA,NA,0.911,0.999,NA,NA,NA,NA,NA,0.392,0.138,0.193,0.193,NA,NA,NA,NA,0.723,0.723,NA,NA,0.277,0.277,NA,0.0298,"NIC_2014"
"NIC","urban","5","male",6142734,2014,0.103538799415326,7440.7190165763,4e+05,39003.4557926862,853033.1875,0.678,0.241,0,0.919,0.919,0.919,0.0808,0.0259,NA,NA,NA,0.945,0.999,NA,NA,NA,NA,NA,0.509,0.227,0.116,0.116,NA,NA,NA,NA,0.852,0.852,NA,NA,0.148,0.148,NA,0.0115,"NIC_2014"
"NIC","urban","total","male",6142734,2014,0.310040075106534,3531.38333759262,4e+05,19816.9816641517,853033.1875,0.567,0.302,0,0.869,0.869,0.869,0.126,0.0416,NA,NA,NA,0.911,0.995,NA,NA,NA,NA,NA,0.38,0.168,0.186,0.186,NA,NA,NA,NA,0.734,0.734,NA,NA,0.266,0.266,NA,0.0281,"NIC_2014"
